Property Type,Property Subtype,Region,City,CP,Agency Name,Agency Email,Agency Phone,Type de vente,Price,Nombre de façades,Nombre de chambres,Nombre de salles de bain,Nombre de douches,Nombre de toilettes,Nombre de pièces,Nombre de parking intérieurs,Nombre de parking extérieurs,Type de cuisine,État du bâtiment,Surface habitable,Surface jardin,Surface totale,Basement,Dressing,Dining Room,Meublé,Cheminée,Terrasse,Jardin,Piscine
HOUSE,HOUSE,Wallonie,Philippeville,5600,Les Maisons de Marjorie TOMA,immotoma@omniwebsites.be,+32 71 72 57 20,BUY_REGULAR,249000,2,3,,2,2,,,,SEMI_EQUIPPED,,263,,257,1,0,0,0,1,0,0,0
HOUSE,HOUSE,Wallonie,Amblève,4770,Bureau Keul SA,keulheinz@hotmail.com,+32 80 57 02 82,BUY_REGULAR,225000,4,6,1,0,3,,1,3,INSTALLED,,182,,306,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Clavier,4560,Trevi Rasquain,trevi-rasquain@omniwebsites.be,+32 85 25 39 03,BUY_REGULAR,395000,4,4,,1,2,,,5,INSTALLED,AS_NEW,150,625,1250,0,0,0,0,1,0,1,0
APARTMENT,GROUND_FLOOR,Flandres,Gent,9000,Immo Francois,contact@immofrancois.be,+32 9 247 67 66,BUY_REGULAR,279000,,3,1,0,1,4,,,,JUST_RENOVATED,101,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gand,9000,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,499000,2,3,1,0,2,,,1,USA_HYPER_EQUIPPED,AS_NEW,125,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Nieuwpoort,8620,Portus bvba,info@portus.be,+32 58 62 50 50,BUY_REGULAR,340000,,2,1,0,1,,1,,INSTALLED,GOOD,67,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Heist-op-den-Berg,2220,Vebo Vastgoed,info@vebovastgoed.be,+32 15 36 35 34,BUY_REGULAR,248000,4,3,1,0,1,16,,4,SEMI_EQUIPPED,TO_RENOVATE,,,930,0,0,1,0,0,0,0,0
HOUSE,VILLA,Flandres,Ruiselede,8755,Excellent Vastgoed,excellentvastgoed@omniwebsites.be,+32 9 380 09 74,BUY_REGULAR,570000,3,5,2,0,2,,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,327,,1453,1,0,0,0,1,0,1,0
HOUSE,HOUSE,Flandres,Aalst,9300,ERA Living,immoweb@erabelgium.be,+32 53 41 40 25,BUY_REGULAR,259000,2,3,1,0,,,1,,,,122,19,107,1,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Anvers,2020,Coprimmo Immobiliën,coprimmo@omniwebsites.be,+32 3 449 49 77,BUY_REGULAR,229500,,2,1,0,1,,,,INSTALLED,GOOD,76,,,1,0,0,0,1,0,1,0
APARTMENT,APARTMENT,Bruxelles,Auderghem,1160,QUIÉVY PROPERTIES,storage5892_801@importfrommedia.be,,BUY_REGULAR,700000,4,2,2,1,2,,1,1,HYPER_EQUIPPED,GOOD,132,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Lede,9340,Immo De Ras,immowebimmoderas@importfrommedia.be,+32 53 60 65 60,BUY_REGULAR,235000,2,3,1,0,,,1,,HYPER_EQUIPPED,GOOD,180,150,344,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Gand,9000,Pandinvest.be,pandinvest@omniwebsites.be,,BUY_REGULAR,339000,2,2,1,0,1,,1,,INSTALLED,GOOD,102,,,1,0,0,1,1,0,0,0
HOUSE,APARTMENT_BLOCK,Flandres,Ruisbroek,1601,Immo Linkebeek,immolinkebeek@omniwebsites.be,+32 2 380 79 60,BUY_REGULAR,395000,,4,5,0,,,,,,TO_BE_DONE_UP,230,100,250,0,0,0,0,1,0,1,0
APARTMENT,APARTMENT,Wallonie,Jambes,5100,CENTURY 21  Primogest,c21primogest-5862al@omniwebsites.be,+32 81 22 98 22,BUY_REGULAR,150000,,1,1,0,1,,,,,GOOD,60,,,1,0,0,0,1,0,0,0
HOUSE,HOUSE,Wallonie,Oupeye,4680,Nigel Immo,nigelimmo_oupeye_136@importfrommedia.be,+32 4 264 38 04,BUY_REGULAR,199000,2,3,1,1,2,,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,150,70,245,0,0,1,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Gent,9000,IMMO 09,immo09@contactme.skarabee.com,+32 9 273 69 99,BUY_REGULAR,549000,,2,1,0,2,1,,,,GOOD,110,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Diest,3290,Immo Arnauts,Z42579@secure.fortissimmo.net,,BUY_REGULAR,300000,,3,1,0,,10,,,HYPER_EQUIPPED,,151,140,215,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Flandres,Loppem,8210,Dewaele-woonvastgoed Brugge,Brugge@dewaele.com,+32 50 44 49 99,BUY_REGULAR,449000,3,4,1,0,2,,,,INSTALLED,AS_NEW,140,,405,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Ardooie,8850,Verjon,200485@secure.fortissimmo.net,+32 51 80 92 85,BUY_REGULAR,525000,,4,1,0,3,15,2,3,,,451,,624,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,ANTWERPEN 2050,2050,Coprimmo Immobiliën,coprimmo@omniwebsites.be,+32 3 449 49 77,BUY_REGULAR,335000,,1,1,0,1,,,,HYPER_EQUIPPED,GOOD,78,,,1,0,0,0,1,0,0,0
HOUSE,HOUSE,Flandres,Deerlijk,8540,Immo Francois,waregem@immofrancois.be,+32 56 94 69 56,BUY_REGULAR,219000,3,4,1,0,1,5,1,1,,TO_RESTORE,193,,360,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Schaerbeek,1030,By The Way Waterloo,storage5286_601@importfrommedia.be,,BUY_REGULAR,245000,2,1,1,1,1,,,,SEMI_EQUIPPED,AS_NEW,61,,,1,0,0,1,0,0,0,0
HOUSE,APARTMENT_BLOCK,Wallonie,Liege,4000,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,249900,2,5,3,3,3,,,,INSTALLED,GOOD,245,,104,1,0,1,0,0,0,0,0
HOUSE,VILLA,Flandres,Erpe-Mere,9420,Immo De Ras,immowebimmoderas@importfrommedia.be,+32 53 60 65 60,BUY_REGULAR,580000,4,4,2,0,2,,2,6,HYPER_EQUIPPED,AS_NEW,351,,1706,1,0,1,0,0,0,0,0
HOUSE,VILLA,Flandres,Dixmude,8600,Diksimmo,200306@secure.fortissimmo.net,+32 51 50 11 51,BUY_REGULAR,785000,,4,2,0,3,,2,3,INSTALLED,,263,,2630,1,0,1,0,1,0,1,0
HOUSE,HOUSE,Wallonie,Trazegnies,6230,Century 21 Iris-Concept,c21iris-concept@omniwebsites.be,+32 71 96 03 67,BUY_REGULAR,199000,2,5,2,0,2,,4,,,TO_BE_DONE_UP,212,200,423,1,0,0,0,1,0,1,0
HOUSE,HOUSE,Flandres,Bornem,2880,M3 makelaars,2014313712003352000000002@secure.fortissimmo.net,+32 3 369 70 31,BUY_REGULAR,265000,,4,1,0,1,14,,,INSTALLED,TO_RENOVATE,145,,428,0,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Middelkerke,8434,Immo Francois,contact@immofrancois.be,+32 59 46 04 60,BUY_REGULAR,320000,,2,1,0,1,3,,,,JUST_RENOVATED,79,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,Cambier - De Nil,cambierdenil@importfrommedia.be,+32 50 60 10 20,BUY_REGULAR,1545000,2,3,2,1,2,4,,,HYPER_EQUIPPED,JUST_RENOVATED,117,,,1,0,0,1,0,0,0,0
APARTMENT,APARTMENT,Flandres,Anvers,2000,Quares,quares.antwerpen@omniwebsites.be,+32 3 294 50 57,BUY_REGULAR,465000,2,3,1,0,2,,1,,SEMI_EQUIPPED,GOOD,128,,,0,0,0,0,1,0,0,0
HOUSE,HOUSE,Flandres,Ranst,2520,Immo Patio,Z2994@secure.fortissimmo.net,+32 3 233 63 66,BUY_REGULAR,389000,,3,1,0,1,9,,1,,AS_NEW,160,,224,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Jumet,6040,Les Maisons du Petit Nicolas,immonicolas@omniwebsites.be,+32 71 95 10 63,BUY_REGULAR,210000,3,2,,1,1,,,,,GOOD,98,250,420,0,0,0,0,1,0,1,0
HOUSE,OTHER_PROPERTY,Flandres,WETTEREN,9230,B&V Invest,benvinvest@omniwebsites.be,+32 53 70 00 02,BUY_REGULAR,725000,4,4,1,0,2,,,3,SEMI_EQUIPPED,GOOD,320,42,1227,1,0,0,0,0,0,1,0
HOUSE,VILLA,Flandres,Heist,8301,Avantimmo,avantimmo@contactme.skarabee.com,+32 50 62 50 55,BUY_REGULAR,825000,4,5,2,0,,1,,,,GOOD,305,,411,0,0,0,0,0,0,0,0
HOUSE,MIXED_USE_BUILDING,Wallonie,Tournai,7500,DL Groupe Tournai 069,cabinet056_684@importfrommedia.be,+32 69 66 56 56,BUY_REGULAR,489000,2,3,3,0,,,,,NOT_INSTALLED,GOOD,260,,73,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,RUMST,2840,Immo Vercammen,info@immovercammen.be,+32 15 75 54 44,BUY_REGULAR,325000,3,3,1,0,2,,1,2,SEMI_EQUIPPED,GOOD,152,,295,1,0,0,0,1,0,0,0
HOUSE,HOUSE,Wallonie,Beauvechain,1320,Atome,info@atomeimmobilier.be,+32 10 86 75 80,BUY_REGULAR,350000,4,7,2,2,2,,,,INSTALLED,,382,,1886,1,0,0,0,0,0,0,1
APARTMENT,APARTMENT,Flandres,Knokke-Zoute,8300,Knokke Real Estate,200358@secure.fortissimmo.net,+32 50 64 10 10,BUY_REGULAR,995000,,2,2,0,,9,,,HYPER_EQUIPPED,,67,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Waterloo,1410,Aryes Properties s.p.r.l,aryesproperties2_wavre@importfrommedia.be ,+32 10 87 20 00,BUY_REGULAR,399000,,1,1,0,,,,,,,91,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Kortrijk,8500,KORAMIC DEVELOPMENT,Z49401@secure.fortissimmo.net,+32 3 346 30 30,BUY_REGULAR,545500,,3,2,0,,6,,,,,167,30,167,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Bruxelles,Jette,1090,Trianon Invest,obrialexis_uccle_210@importfrommedia.be,+32 2 340 37 07,BUY_REGULAR,240000,2,2,1,0,1,,,,NOT_INSTALLED,TO_BE_DONE_UP,118,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Audenarde,9700,Axel Lenaerts makelaars Oudenaarde,axellenaertsoudenaarde@omniwebsites.be,+32 55 60 30 00,BUY_REGULAR,449000,4,5,1,0,2,,1,2,SEMI_EQUIPPED,TO_RENOVATE,243,,958,1,0,0,0,1,0,1,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,Christophe Colpaert Exclusive Properties,christophecolpaert_knokke@importfrommedia.be,+32 50 61 25 71,BUY_REGULAR,679000,2,2,1,0,1,,,,USA_HYPER_EQUIPPED,AS_NEW,62,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Courtrai,8500,Leonards Immobiliën,Z47917@secure.fortissimmo.net,+32 56 19 13 80,BUY_REGULAR,115000,,3,1,0,,,,,INSTALLED,TO_RENOVATE,122,,166,1,0,1,0,0,0,0,0
APARTMENT,DUPLEX,Flandres,Anvers,2000,Immobib,immobib_antwerpen@importfrommedia.be,+32 3 230 59 39,BUY_REGULAR,1550000,2,3,2,2,2,4,1,1,INSTALLED,AS_NEW,125,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Uccle,1180,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,250000,2,2,1,1,1,,,1,INSTALLED,TO_RENOVATE,74,,,1,0,1,0,0,0,0,0
APARTMENT,SERVICE_FLAT,Flandres,Dilbeek,1700,Cornelis & Partners Geraardsbergen,storage5289_17@importfrommedia.be,,BUY_REGULAR,299000,2,2,1,1,1,,1,1,HYPER_EQUIPPED,AS_NEW,118,,,0,0,0,0,0,0,0,0
APARTMENT,TRIPLEX,Bruxelles,Schaerbeek,1030,Expertissimmo,expertissimmo_bruxelles@importfrommedia.be,+32 2 736 67 92,BUY_REGULAR,495000,2,4,2,0,3,,,,USA_HYPER_EQUIPPED,AS_NEW,140,,,0,0,1,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Mont-de-l'Enclus,7750,DMG Vastgoed,dmgvastgoed_285@importfrommedia.be,+32 55 21 12 10,BUY_REGULAR,135000,4,3,1,0,1,,2,4,SEMI_EQUIPPED,TO_RENOVATE,140,900,1501,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Seraing Ougrée,4102,L'Immobilière de Marneffe,redemarneffesprl_657@importfrommedia.be,+32 19 77 05 00,BUY_REGULAR,160000,3,4,1,1,1,,,,INSTALLED,GOOD,110,100,185,1,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Gent Zwijnaarde,9052,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,419406,2,2,1,0,1,,,,HYPER_EQUIPPED,,99,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Schaerbeek,1030,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,175000,2,1,1,0,1,,,,USA_INSTALLED,GOOD,74,,,1,0,1,0,0,0,0,0
APARTMENT,PENTHOUSE,Bruxelles,Saint-Gilles,1060,Trevi Gestea,gestea@omniwebsites.be,+32 2 767 67 88,BUY_REGULAR,925000,2,4,2,0,2,,1,,USA_HYPER_EQUIPPED,AS_NEW,200,,,1,0,0,0,1,0,0,0
HOUSE,HOUSE,Flandres,Diepenbeek,3590,VDV VAN DER VEKEN,201322@secure.fortissimmo.net,+32 11 27 35 20,BUY_REGULAR,561785,,4,1,0,2,15,1,,,GOOD,214,,632,0,0,0,0,0,0,0,0
APARTMENT,DUPLEX,Wallonie,Theux,4910,Ekilibre,storage4144_459@importfrommedia.be,+32 87 31 63 00,BUY_REGULAR,185000,2,1,1,1,2,,,,INSTALLED,GOOD,89,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Chapelle-lez-Herlaimont,7160,TRIOR Nivelles,triorwat_nivelles@importfrommedia.be,+32 67 49 04 88,BUY_REGULAR,195000,2,2,1,0,1,,1,,USA_INSTALLED,AS_NEW,90,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,IMMAX KNOKKE,info@immax.be,+32 50 62 44 14,BUY_REGULAR,388000,,2,1,1,1,,,,USA_HYPER_EQUIPPED,JUST_RENOVATED,65,,,0,0,0,1,0,0,0,0
HOUSE,VILLA,Wallonie,La Louvière Haine-Saint-Paul,7100,ALEX INVEST IMMOBILIER SPRL,info@alexinvest.be,+32 64 70 01 45,BUY_REGULAR,460000,4,3,1,0,2,,,10,INSTALLED,AS_NEW,220,,9916,0,0,0,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Flandres,Anvers,2018,Immobib,immobib_antwerpen@importfrommedia.be,+32 3 230 59 39,BUY_REGULAR,1175000,2,0,,0,,,,3,INSTALLED,TO_RENOVATE,640,,346,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Erpe-Mere,9420,Goeman Vastgoed & Advies,goeman_wichelen@importfrommedia.be,+32 52 52 80 30,BUY_REGULAR,435000,3,3,1,0,,,1,3,USA_HYPER_EQUIPPED,AS_NEW,193,,449,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Roulers,8800,Hyboma,hyboma_kortemark@importfrommedia.be,+32 51 48 09 80,BUY_REGULAR,195000,2,2,1,0,1,,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,115,,212,0,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Tertre,7333,We Invest Mons,storage4563_mons_331@importfrommedia.be,+32 65 98 16 07,BUY_REGULAR,210000,2,2,1,1,2,,1,,NOT_INSTALLED,AS_NEW,110,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Turnhout,2300,Heylen Vastgoed Turnhout,heylenvastgoed@omniwebsites.be,+32 14 73 38 82,BUY_REGULAR,420000,4,4,1,0,2,,1,,SEMI_EQUIPPED,GOOD,179,,591,0,0,0,0,1,0,1,0
APARTMENT,GROUND_FLOOR,Bruxelles,Uccle,1180,DBR Immo,dbimmo77@gmail.com,+32 2 375 90 20,BUY_REGULAR,409000,2,2,1,0,,,,,HYPER_EQUIPPED,AS_NEW,100,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Liège,4000,TREVI LIEGE,treviliege@omniwebsites.be,+32 4 336 35 82,BUY_REGULAR,199000,,1,,1,1,,,,INSTALLED,AS_NEW,83,,,1,0,0,0,1,0,0,0
HOUSE,HOUSE,Flandres,Zedelgem,8211,Residentie Vastgoed - Oudenburg,residentievastgoed@contactme.skarabee.com,+32 59 25 05 90,BUY_REGULAR,199000,2,3,,0,,1,,,,GOOD,145,,342,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Schaerbeek,1030,So Estates Brussels,storage5509_738@importfrommedia.be,+32 2 512 20 22,BUY_REGULAR,325000,2,2,1,1,1,,,,HYPER_EQUIPPED,AS_NEW,88,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Bruxelles,Woluwe-Saint-Lambert,1200,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,995000,2,4,3,3,4,5,1,1,USA_HYPER_EQUIPPED,AS_NEW,221,45,117,1,0,1,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Liege,4000,Sciara Immo,immobilieresciara@importfrommedia.be,+32 4 366 00 26,BUY_REGULAR,118000,3,1,2,1,1,,,,,GOOD,65,,75,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Molenbeek-Saint-Jean,1080,Caron Real Estate,storage8164_358@importfrommedia.be,,BUY_REGULAR,395000,3,4,2,2,2,,2,2,HYPER_EQUIPPED,GOOD,250,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Gent,9000,Landbergh,199809@secure.fortissimmo.net,+32 9 225 25 24,BUY_REGULAR,560000,,4,,0,,5,,,INSTALLED,,192,75,0,0,0,0,0,0,0,1,0
HOUSE,VILLA,Wallonie,NOTHOMB,6717,Immo-Fast,immofast@omniwebsites.be,,BUY_REGULAR,450000,4,4,1,0,2,,2,4,,GOOD,242,,1622,0,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Flandres,Blankenberge,8370,PANORAMA Brugge,2001763027002093000000001@secure.fortissimmo.net,+32 50 68 83 88,BUY_REGULAR,750000,,2,,0,,,,,HYPER_EQUIPPED,,200,,,0,0,1,0,0,0,0,0
HOUSE,HOUSE,Flandres,Beveren,9120,Century 21 Locus,storage4628_444@importfrommedia.be,,BUY_REGULAR,415000,2,3,1,0,2,,1,,NOT_INSTALLED,AS_NEW,235,145,254,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Florennes,5620,Century 21 Les Lacs - Beaux Villages,administration@century21beauxvillages.be,+32 71 88 88 88,BUY_REGULAR,95000,2,2,,1,1,,,,INSTALLED,,90,,0,0,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles ville,1000,Antoine D.,hello@antoined.be,,BUY_REGULAR,750000,3,2,2,0,2,,1,,HYPER_EQUIPPED,AS_NEW,153,,,1,0,0,1,0,0,0,0
APARTMENT,APARTMENT,Flandres,Merelbeke,9820,Makelaarshuys,makelaarshuys@contactme.skarabee.com,,BUY_REGULAR,185000,,1,1,0,1,1,1,,,GOOD,49,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Bailleul,7730,Likeimmo Tournai,likeimmo_tournai@importfrommedia.be,+32 69 58 08 00,BUY_REGULAR,129000,3,3,1,1,1,,,3,INSTALLED,TO_RENOVATE,146,,430,0,0,0,0,0,0,0,0
HOUSE,MIXED_USE_BUILDING,Bruxelles,Anderlecht,1070,Berth Immo,berth@omniwebsites.be,+32 2 356 04 34,BUY_REGULAR,289000,,3,,0,,,,,,,101,,0,0,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Wallonie,Liège,4000,Immobilière Bertholome,bertholome@omniwebsites.be,,BUY_REGULAR,200000,2,2,1,0,1,,1,,NOT_INSTALLED,TO_RENOVATE,76,,,1,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Wallonie,Huy,4500,Immobilière Bertrand Huy,xavierbertrand1@omniwebsites.be,+32 85 30 10 03,BUY_REGULAR,169000,,3,2,0,1,,,,SEMI_EQUIPPED,GOOD,97,,,1,0,0,0,1,0,0,0
APARTMENT,GROUND_FLOOR,Flandres,Dilbeek,1703,ERA Visie Plus,immoweb@erabelgium.be,+32 2 582 17 35,BUY_REGULAR,470000,3,2,1,0,,,,,,GOOD,116,102,,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Sambreville Arsimont,5060,Ad Home,info@ad-home.be,+32 71 11 96 17,BUY_REGULAR,225000,2,3,1,0,1,,,,INSTALLED,JUST_RENOVATED,135,,206,1,0,1,0,0,0,0,0
APARTMENT,FLAT_STUDIO,Flandres,Westende,8434,ERA La Plage,immoweb@erabelgium.be,+32 59 30 15 13,BUY_REGULAR,98000,2,0,1,0,,,,,,,30,,,0,0,0,1,0,0,0,0
HOUSE,VILLA,Wallonie,Saint-Ghislain Tertre,7333,AX-Immobilier,storage4133_181@importfrommedia.be,+32 65 22 88 32,BUY_REGULAR,375000,4,3,1,0,1,,,5,USA_HYPER_EQUIPPED,AS_NEW,125,600,876,0,0,0,1,0,0,1,0
APARTMENT,APARTMENT,Flandres,Grobbendonk,2280,ERA Renomar,immoweb@erabelgium.be,+32 3 311 82 01,BUY_REGULAR,225000,2,1,1,0,,,,,,,45,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Trazegnies,6183,CENTURY 21 Bureau Geneau,info@century21bureaugeneau.be,,BUY_REGULAR,99000,2,2,1,0,1,,,,,,90,500,660,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Flandres,Bruges,8000,Dewaele-woonvastgoed Brugge,Brugge@dewaele.com,+32 50 44 49 99,BUY_REGULAR,235000,2,3,1,0,,,,,INSTALLED,GOOD,92,,43,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,LAMORTEAU,6767,Home Sweet Gaume,homesweetgaume@omniwebsites.be,+32 63 39 53 03,BUY_REGULAR,230000,2,4,1,0,1,,,3,SEMI_EQUIPPED,GOOD,132,,220,0,0,0,0,1,0,1,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,Knokke Homes,201385@secure.fortissimmo.net,+32 50 76 07 60,BUY_REGULAR,1365000,,3,3,0,3,16,1,,INSTALLED,,157,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Erpe-Mere,9420,ERA Living,immoweb@erabelgium.be,+32 53 41 40 25,BUY_REGULAR,599000,3,4,1,0,,,1,,,,342,,5720,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Stekene,9190,Van Hoye Vastgoed,immovanhoye@omniwebsites.be,+32 3 779 79 01,BUY_REGULAR,347000,,3,1,0,2,,1,,INSTALLED,GOOD,155,,140,0,0,0,0,1,0,0,0
HOUSE,HOUSE,Wallonie,Tintigny,6730,,,+32477 87 21 71,BUY_REGULAR,369000,4,3,,1,2,,1,6,USA_INSTALLED,AS_NEW,142,1000,1250,0,1,1,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Waterloo,1410,Immo Dussart,immodussart_821@importfrommedia.be,+32 2 357 18 18,BUY_REGULAR,549000,3,4,2,2,3,,1,3,INSTALLED,GOOD,207,230,464,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Herent,3020,Living Stone Nieuwbouw,pajota_leuven_639@importfrommedia.be,,BUY_REGULAR,528000,,3,2,2,2,,2,2,USA_HYPER_EQUIPPED,AS_NEW,122,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Ieper,8900,Immo Francois,ieper@immofrancois.be,+32 57 47 04 70,BUY_REGULAR,149000,2,4,1,0,1,5,,,,TO_RESTORE,125,,91,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Zwijndrecht,2070,Heylen Vastgoed Waasland,heylenvastgoed@omniwebsites.be,+32 3 304 73 21,BUY_REGULAR,215000,2,1,1,0,1,,,,INSTALLED,GOOD,74,,,1,0,0,0,1,0,0,0
HOUSE,HOUSE,Flandres,Roeselare,8800,ACX & Partners,info@acxenpartners.be,,BUY_REGULAR,225000,4,3,2,0,2,1,,,,GOOD,148,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Evergem,9940,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,380000,2,2,1,0,2,,,1,HYPER_EQUIPPED,AS_NEW,107,,,1,0,0,0,0,0,0,0
APARTMENT,DUPLEX,Bruxelles,BERCHEM-SAINTE-AGATHE,1082,Optimmo-Invest,Info@optimmo-invest.be,+32 2 342 11 14,BUY_REGULAR,319000,2,3,1,0,2,7,,,INSTALLED,GOOD,115,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gent,9000,Landbergh,199809@secure.fortissimmo.net,+32 9 225 25 24,BUY_REGULAR,302109,,1,1,0,1,7,,,,GOOD,76,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Merksem,2170,Heylen Vastgoed Deurne,heylenvastgoed@omniwebsites.be,+32 3 376 46 40,BUY_REGULAR,229500,2,3,1,0,1,,,,INSTALLED,TO_BE_DONE_UP,104,,,1,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Flandres,Menen,8930,M Vastgoed,mvastgoedheule@contactme.skarabee.com,+32 56 19 01 00,BUY_REGULAR,159000,2,2,,0,,1,,,,GOOD,80,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles ville,1000,Dewaele Brussels (Tour & Taxis),brussel@dewaele.com,+32 2 223 23 23,BUY_REGULAR,329000,4,2,2,0,1,,,1,INSTALLED,AS_NEW,90,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Hoboken,2660,Chase,chasevastgoed@omniwebsites.be,+32 3 740 03 90,BUY_REGULAR,365000,3,4,1,0,1,,1,,,GOOD,148,,,0,0,0,0,1,0,0,0
HOUSE,HOUSE,Wallonie,Thy-le-château,5651,We Invest En Fagne,storage4563_662@importfrommedia.be,+32 71 15 87 87,BUY_REGULAR,126000,3,3,1,0,,,,,,TO_RENOVATE,156,,570,1,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Braine-l'Alleud,1420,ERA Cedimmo – Braine-L’Alleud,Immoweb@erabelgium.be,+32 2 385 02 65,BUY_REGULAR,269000,4,3,1,0,,,1,,,,86,,,1,0,0,0,0,0,0,0
APARTMENT,GROUND_FLOOR,Flandres,Gent Sint-Amandsberg,9040,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,260000,3,2,1,0,1,,,,,TO_BE_DONE_UP,117,,,0,0,0,0,0,0,0,0
