Property Type,Property Subtype,Region,City,CP,Agency Name,Agency Email,Agency Phone,Type de vente,Price,Nombre de façades,Nombre de chambres,Nombre de salles de bain,Nombre de douches,Nombre de toilettes,Nombre de pièces,Nombre de parking intérieurs,Nombre de parking extérieurs,Type de cuisine,État du bâtiment,Surface habitable,Surface jardin,Surface totale,Basement,Dressing,Dining Room,Meublé,Cheminée,Terrasse,Jardin,Piscine
HOUSE,HOUSE,Flandres,Appels,9200,Immo-Desk,liesbeth@immo-desk.be,,BUY_REGULAR,430000,3,3,,0,,,,1,,,224,,1103,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Bruxelles,Anderlecht,1070,ERA Visie Plus,immoweb@erabelgium.be,+32 2 582 17 35,BUY_REGULAR,398000,2,3,,0,,,,,,,230,,160,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gavere,9890,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,335700,4,2,1,0,1,,1,1,HYPER_EQUIPPED,AS_NEW,97,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Grammont,9500,Vastgoed Svena,svena-szJG1htd@omniwebsites.be,+32 54 25 08 16,BUY_REGULAR,167900,2,2,1,0,1,,,,,GOOD,88,,,1,0,0,0,1,0,0,0
HOUSE,HOUSE,Wallonie,Hélécine,1357,We Invest Hesbaye,storage4563_301@importfrommedia.be,+32 19 86 06 06,BUY_REGULAR,549000,4,4,1,1,3,,1,4,HYPER_EQUIPPED,AS_NEW,214,1750,1910,1,0,0,0,0,0,1,1
HOUSE,HOUSE,Wallonie,Hannut Cras-Avernas,4280,We Invest Hesbaye,storage4563_301@importfrommedia.be,+32 19 86 06 06,BUY_REGULAR,229000,4,3,1,0,1,,,2,SEMI_EQUIPPED,TO_RENOVATE,197,545,666,1,0,1,0,0,0,1,0
HOUSE,HOUSE,Flandres,Wilrijk,2610,Engel & Völkers Antwerpen Zuid,antwerpenzuid@engelvoelkers.com,+32 3 303 43 30,BUY_REGULAR,520000,4,3,1,0,,,1,2,SEMI_EQUIPPED,TO_RENOVATE,153,,355,0,0,0,0,0,0,1,0
APARTMENT,TRIPLEX,Wallonie,Donceel,4357,TWINS-IMMO,info@twins-immo.be,+32 497 25 03 53,BUY_REGULAR,140000,2,2,1,0,,,,1,,GOOD,89,,,0,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Woluwe-Saint-Pierre,1150,We Invest Bruxelles Ouest,storage4563_101@importfrommedia.be,+32 2 315 77 22,BUY_REGULAR,639000,2,3,1,1,2,,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,166,,,1,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Waremme,4300,L'Immobilière de Marneffe,redemarneffesprl_657@importfrommedia.be,+32 19 77 05 00,BUY_REGULAR,165000,2,2,1,1,1,,,,SEMI_EQUIPPED,GOOD,80,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Chastre,1450,Generation Immo,generation@omniwebsites.be,+32 10 68 81 22,BUY_REGULAR,385000,4,4,1,0,1,,1,,INSTALLED,GOOD,152,1100,1660,0,0,0,0,1,0,1,0
HOUSE,HOUSE,Flandres,Poperinge,8970,Dewaele-woonvastgoed Poperinge,poperinge@dewaele.com,+32 57 48 94 99,BUY_REGULAR,238000,3,4,,0,,,,1,INSTALLED,GOOD,166,,264,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Hamont-Achel,3930,ERA Tournier,Immoweb@erabelgium.be,+32 11 55 04 40,BUY_REGULAR,349000,4,3,1,0,,,1,,,,193,,808,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Marche-en-Famenne,6900,Vos Agences Condrogest Marche-en-Famenne,marche@condrogest.be,+32 84 43 35 88,BUY_REGULAR,575000,,4,2,0,2,6,,1,,GOOD,377,,1098,1,0,0,0,0,0,0,0
APARTMENT,FLAT_STUDIO,Bruxelles,Woluwe-Saint-Lambert,1200,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,245000,2,0,1,0,1,,133,133,USA_HYPER_EQUIPPED,AS_NEW,40,,,0,0,0,0,0,0,0,0
HOUSE,MIXED_USE_BUILDING,Wallonie,Blégny,4671,Sciara Immo,immobilieresciara@importfrommedia.be,+32 4 366 00 26,BUY_REGULAR,410000,4,3,2,1,3,,2,7,INSTALLED,AS_NEW,150,600,835,0,0,1,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Herstal,4040,Nigel Immo,nigelimmo_oupeye_136@importfrommedia.be,+32 4 264 38 04,BUY_REGULAR,139000,2,3,1,1,2,,,,INSTALLED,TO_BE_DONE_UP,134,,119,1,0,1,0,0,0,0,0
APARTMENT,PENTHOUSE,Flandres,Deinze,9800,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,375000,2,2,1,0,1,,,101,HYPER_EQUIPPED,AS_NEW,82,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gand,9000,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,269000,2,1,1,0,1,,,,INSTALLED,GOOD,52,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Marche-en-Famenne,6900,PICARD immo,storage6286_436@importfrommedia.be,+32 84 46 84 00,BUY_REGULAR,219000,3,2,1,1,1,,,,HYPER_EQUIPPED,AS_NEW,104,559,559,0,0,1,0,0,0,1,0
APARTMENT,APARTMENT,Wallonie,Fleron,4620,Honesty Liege - 7 bureaux proches de chez vous,honesty_liege_509@importfrommedia.be,+32 4 290 54 95,BUY_REGULAR,155000,2,1,1,0,1,,,,INSTALLED,GOOD,53,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Pelt,3900,ERA Tournier,Immoweb@erabelgium.be,+32 11 55 04 40,BUY_REGULAR,249000,4,3,1,0,,,,,,,150,,550,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Soignies Neufvilles,7063,ALEX INVEST IMMOBILIER SPRL,info@alexinvest.be,+32 64 70 01 45,BUY_REGULAR,365000,4,4,1,0,1,,1,,SEMI_EQUIPPED,GOOD,191,,2090,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,DEURNE,2100,Meiboom Vastgoed,meiboom@omniwebsites.be,+32 3 321 58 00,BUY_REGULAR,289000,2,2,1,0,1,,,,INSTALLED,,78,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Blégny,4671,Sciara Immo,immobilieresciara@importfrommedia.be,+32 4 366 00 26,BUY_REGULAR,410000,4,3,2,1,3,,2,7,INSTALLED,AS_NEW,150,600,835,0,0,1,0,0,0,1,0
HOUSE,HOUSE,Flandres,Wichelen Schellebelle,9260,Quality Vander Cruyssen,info@vandercruyssen.be,+32 9 368 23 22,BUY_REGULAR,180000,2,3,1,0,1,,,,USA_SEMI_EQUIPPED,TO_BE_DONE_UP,110,,120,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Molenbeek-saint-jean,1080,Morgan's Real Estate - Morgan Cornelis,storage5863_711@importfrommedia.be,+32 2 430 24 86,BUY_REGULAR,329000,2,3,1,1,1,,1,,USA_INSTALLED,GOOD,144,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles,1000,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,364000,4,2,1,2,2,,,,HYPER_EQUIPPED,AS_NEW,92,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Verviers,4800,THONNARD & TRINON,storage2960_991@importfrommedia.be,+32 87 34 11 22,BUY_REGULAR,50000,2,1,1,1,,,,,,TO_BE_DONE_UP,70,,130,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles,1000,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,325000,4,2,1,1,2,,,,HYPER_EQUIPPED,AS_NEW,92,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Hoogstraten,2320,ERA Noord,immoweb@erabelgium.be,,BUY_REGULAR,400000,2,2,1,0,,,,,HYPER_EQUIPPED,GOOD,107,,,0,0,0,0,0,0,0,0
HOUSE,TOWN_HOUSE,Flandres,Beersel,1653,Trianon Invest,obrialexis_uccle_210@importfrommedia.be,+32 2 340 37 07,BUY_REGULAR,395000,2,3,1,1,1,,1,1,HYPER_EQUIPPED,GOOD,160,360,695,1,0,0,0,0,0,1,0
HOUSE,HOUSE,Flandres,Lochristi,9080,Immo Home bvba,immo-home@contactme.skarabee.com,,BUY_REGULAR,599000,4,6,3,0,2,1,2,2,,GOOD,308,,926,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gavere,9890,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,269700,4,1,1,0,1,,1,1,HYPER_EQUIPPED,AS_NEW,76,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Willebroek,2830,Walbers Immo,walberswillebroek@omniwebsites.be,+32 3 886 32 85,BUY_REGULAR,289000,2,2,,0,2,,1,,SEMI_EQUIPPED,GOOD,101,,,0,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Flandres,Brasschaat,2930,ERA Noord,immoweb@erabelgium.be,,BUY_REGULAR,630000,2,3,2,0,,,,,,GOOD,130,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Anderlecht,1070,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,360000,4,3,1,1,2,,,1,USA_INSTALLED,AS_NEW,121,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Kuurne,8520,Vastgoed Norman,vastgoednorman@contactme.skarabee.com,+32 56 25 26 19,BUY_REGULAR,389000,3,3,1,0,2,1,1,,,GOOD,177,,382,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Ertvelde,9940,TDM Vastgoed,tdmvastgoed@contactme.skarabee.com,,BUY_REGULAR,340000,3,3,,0,2,1,1,2,,GOOD,173,,334,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Kortemark,8610,ERA Vastgoed Vandenbussche,info@vastgoedvandenbussche.be,+32 58 31 58 58,BUY_REGULAR,180000,3,5,1,0,,,,,,,165,,440,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gavere,9890,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,275450,4,1,1,0,1,,1,1,HYPER_EQUIPPED,AS_NEW,76,,,0,0,0,0,0,0,0,0
HOUSE,MIXED_USE_BUILDING,Flandres,Wemmel,1780,L'ETUDE DES PROPRIÉTAIRES,storage3345_604@importfrommedia.be,+32 2 895 00 45,BUY_REGULAR,649999,3,3,2,2,2,,,2,SEMI_EQUIPPED,GOOD,300,544,544,1,0,1,0,0,0,1,0
HOUSE,HOUSE,Bruxelles,Auderghem,1160,Immo Bolle sprl,immoboll_auderghem@importfrommedia.be,+32 2 660 00 64,BUY_REGULAR,550000,2,4,1,0,2,,,,INSTALLED,TO_BE_DONE_UP,110,200,290,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Seraing,4100,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,179900,2,3,1,1,2,,,,INSTALLED,GOOD,135,200,320,1,0,1,0,0,0,1,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles,1000,We Invest Bruxelles Ouest,storage4563_101@importfrommedia.be,+32 2 315 77 22,BUY_REGULAR,499000,2,2,1,1,2,,,1,USA_HYPER_EQUIPPED,GOOD,85,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Berchem,2600,Coprimmo Immobiliën,coprimmo@omniwebsites.be,+32 3 449 49 77,BUY_REGULAR,265000,2,2,1,0,1,,1,,INSTALLED,TO_BE_DONE_UP,111,,,1,0,0,0,1,0,0,0
APARTMENT,PENTHOUSE,Bruxelles,Woluwe-Saint-Pierre,1150,We Invest Bruxelles Ouest,storage4563_101@importfrommedia.be,+32 2 315 77 22,BUY_REGULAR,639000,2,3,1,1,2,,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,166,,,1,0,1,0,0,0,0,0
HOUSE,HOUSE,Flandres,Meulebeke,8760,ERA Lafaut,immoweb@erabelgium.be,+32 51 40 97 92,BUY_REGULAR,348000,3,4,2,0,,,1,,,,211,,448,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Brasschaat,2930,ERA Noord,immoweb@erabelgium.be,,BUY_REGULAR,415000,2,2,1,0,,,,,,GOOD,88,,,0,0,0,0,0,0,0,0
APARTMENT,GROUND_FLOOR,Flandres,Brasschaat,2930,ERA Noord,immoweb@erabelgium.be,,BUY_REGULAR,505000,2,2,1,0,,,,,,GOOD,109,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gand,9000,Trevi Gent,Trevi.gent@omniwebsites.be,+32 9 267 85 75,BUY_REGULAR,305000,4,1,1,0,1,,1,,HYPER_EQUIPPED,JUST_RENOVATED,60,,,1,0,1,0,1,0,1,0
APARTMENT,DUPLEX,Flandres,Zaventem,1930,EuroHouse sa,eurohouse_auderghem@importfrommedia.be,+32 2 672 05 55,BUY_REGULAR,395000,,2,2,2,2,,1,1,USA_HYPER_EQUIPPED,AS_NEW,120,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gavere,9890,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,419760,4,2,2,0,1,,1,1,HYPER_EQUIPPED,AS_NEW,165,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Anvers,2000,Bagg Immo,storage4192_378@importfrommedia.be,+32 3 344 18 28,BUY_REGULAR,249000,,1,1,0,,,,,,JUST_RENOVATED,65,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Aywaille,4920,We Invest Ourthe-Amblève,storage4563_988@importfrommedia.be,,BUY_REGULAR,219000,2,2,1,0,2,,,,SEMI_EQUIPPED,AS_NEW,98,,72,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,UCCLE,1180,Optimmo-Invest,Info@optimmo-invest.be,+32 2 342 11 14,BUY_REGULAR,265000,2,1,,1,1,5,,,INSTALLED,GOOD,60,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Zedelgem,8210,Isera Vastgoed,Z10041@secure.fortissimmo.net,+32 50 72 02 72,BUY_REGULAR,285000,,2,1,0,,10,,,INSTALLED,,82,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Appels,9200,Immo-Desk,liesbeth@immo-desk.be,,BUY_REGULAR,330000,2,3,,0,,,1,1,,,255,,420,0,0,0,0,0,0,0,0
APARTMENT,TRIPLEX,Flandres,Lier,2500,,,,BUY_REGULAR,315000,2,2,1,0,2,,,,INSTALLED,AS_NEW,115,,,0,1,0,0,0,0,0,0
HOUSE,HOUSE,Bruxelles,Anderlecht,1070,By The Way Waterloo,storage5286_601@importfrommedia.be,,BUY_REGULAR,445000,2,4,1,1,3,,,,INSTALLED,GOOD,142,35,100,0,0,1,0,0,0,1,0
HOUSE,APARTMENT_BLOCK,Flandres,Turnhout,2300,Vivendi Vastgoed,vivendip_turnhout@importfrommedia.be,+32 14 70 70 35,BUY_REGULAR,1185000,3,12,6,0,10,,6,,INSTALLED,GOOD,541,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gavere,9890,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,377150,4,3,2,0,1,,1,1,HYPER_EQUIPPED,AS_NEW,126,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Wetteren,9230,Immo De Ras,immowebimmoderas@importfrommedia.be,+32 53 60 65 60,BUY_REGULAR,169000,3,2,1,1,2,,,,INSTALLED,TO_BE_DONE_UP,80,,150,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Waasmunster,9250,Uw-huis.be,uw-huis@contactme.skarabee.com,+32 52 46 38 03,BUY_REGULAR,243000,2,2,,0,,1,,,,TO_BE_DONE_UP,140,,137,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Middelkerke,8430,Immo Francois,contact@immofrancois.be,+32 59 46 04 60,BUY_REGULAR,339000,,2,1,0,1,3,,,,JUST_RENOVATED,74,,,1,1,0,1,0,0,0,0
HOUSE,HOUSE,Flandres,Stekene,9190,ERA Wonen Sint-Niklaas,immoweb@erabelgium.be,+32 3 296 37 69,BUY_REGULAR,349000,4,2,1,0,,,1,,HYPER_EQUIPPED,,129,,454,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gavere,9890,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,324200,4,2,1,0,1,,1,1,HYPER_EQUIPPED,AS_NEW,97,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Hannut Thisnes,4280,We Invest Hesbaye,storage4563_301@importfrommedia.be,+32 19 86 06 06,BUY_REGULAR,249000,3,1,1,0,1,,,2,INSTALLED,GOOD,99,465,573,1,0,1,0,0,0,1,0
HOUSE,HOUSE,Flandres,Renaix,9600,DMG Vastgoed,dmgvastgoed_285@importfrommedia.be,+32 55 21 12 10,BUY_REGULAR,199000,2,3,1,0,1,,,,INSTALLED,GOOD,167,175,284,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Flandres,Heist-aan-Zee,8301,Dewaele-woonvastgoed Knokke,knokke@dewaele.com,+32 50 61 26 12,BUY_REGULAR,239000,2,2,1,0,1,,,,NOT_INSTALLED,TO_RENOVATE,113,,74,0,0,0,1,0,0,0,0
APARTMENT,APARTMENT,Flandres,Brasschaat,2930,ERA Noord,immoweb@erabelgium.be,,BUY_REGULAR,625000,2,3,2,0,,,,,,GOOD,132,,,0,0,0,0,0,0,0,0
HOUSE,MANSION,Flandres,Gavere,9890,Albert Gavere,albertkruisem@contactme.skarabee.com,,BUY_REGULAR,875000,2,5,1,0,2,1,,,,TO_RENOVATE,368,,906,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Anderlecht,1070,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,289500,4,2,1,1,1,,,,USA_INSTALLED,AS_NEW,87,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Hoogstraten,2320,ERA Noord,immoweb@erabelgium.be,,BUY_REGULAR,415000,2,2,1,0,,,,,HYPER_EQUIPPED,GOOD,102,,,0,0,0,0,0,0,0,0
APARTMENT,PENTHOUSE,Bruxelles,Bruxelles,1000,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,326000,3,2,1,1,2,,,23,USA_INSTALLED,AS_NEW,81,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Tervuren,3080,ERA Immpuls,immoweb@erabelgium.be,+32 2 688 06 68,BUY_REGULAR,675000,4,4,2,0,,,1,,,,260,,480,1,0,0,0,0,0,0,0
APARTMENT,FLAT_STUDIO,Flandres,Berchem,2600,Coprimmo Immobiliën,coprimmo@omniwebsites.be,+32 3 449 49 77,BUY_REGULAR,145000,,0,1,0,1,,,,INSTALLED,GOOD,40,,,1,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Bruxelles,Evere,1140,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,375000,2,2,1,1,1,,,1,USA_HYPER_EQUIPPED,AS_NEW,101,,,1,0,1,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Seraing Jemeppesur-Meuse,4101,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,205000,2,3,1,1,2,,,1,HYPER_EQUIPPED,AS_NEW,125,62,140,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Flandres,Renaix,9600,DMG Vastgoed,dmgvastgoed_285@importfrommedia.be,+32 55 21 12 10,BUY_REGULAR,425000,2,5,1,1,2,,,,HYPER_EQUIPPED,AS_NEW,410,101,360,1,0,0,0,0,0,1,0
HOUSE,HOUSE,Bruxelles,Woluwe-Saint-Lambert,1200,Expertissimmo,expertissimmo_bruxelles@importfrommedia.be,+32 2 736 67 92,BUY_REGULAR,620000,3,5,2,2,2,,,1,NOT_INSTALLED,TO_RENOVATE,192,110,1800,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Orp-Jauche,1350,Maisons Compère,promotion@maisonscompere.be,,BUY_REGULAR,332355,4,4,,0,,,,,,,160,,1302,0,0,0,0,0,0,1,0
APARTMENT,PENTHOUSE,Flandres,Deinze,9800,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,400000,2,2,1,0,1,,,101,HYPER_EQUIPPED,AS_NEW,85,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Grand-Halleux,6698,Maisons Compère,promotion@maisonscompere.be,,BUY_REGULAR,276635,4,3,,0,,,,,,,130,,1277,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Bruxelles,BRUXELLES,1000,Trevi,immov@omniwebsites.be,+32 2 340 24 92,BUY_REGULAR,350000,2,2,1,0,1,,,,INSTALLED,GOOD,100,,,1,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Bruxelles,Woluwe-Saint-Pierre,1150,Sorimo  - Bruxelles,sorimo_bruxelles@importfrommedia.be,+32 2 772 80 20,BUY_REGULAR,595000,3,2,1,0,1,,,,INSTALLED,TO_BE_DONE_UP,115,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Rekkem,8930,DL Groupe Mouscron 056,cabinet056_553@importfrommedia.be,+32 56 34 00 04,BUY_REGULAR,249000,2,3,1,1,,,,,INSTALLED,JUST_RENOVATED,117,440,560,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Marche-en-Famenne,6900,Vos Agences Condrogest Marche-en-Famenne,marche@condrogest.be,+32 84 43 35 88,BUY_REGULAR,338700,,4,2,0,2,5,1,1,,GOOD,181,,294,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Anvers,2018,Bagg Immo,storage4192_378@importfrommedia.be,+32 3 344 18 28,BUY_REGULAR,299000,,1,1,0,,,,,,JUST_RENOVATED,72,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Gingelom,3890,Swevers Real Estate,swevers@contactme.skarabee.com,+32 11 25 51 55,BUY_REGULAR,420000,4,3,,0,2,1,1,8,,GOOD,270,2319,2569,1,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Wallonie,Arlon,6700,We Invest Sud-Luxembourg,storage4563_979@importfrommedia.be,+32 63 33 00 69,BUY_REGULAR,235000,2,2,1,1,1,,,,INSTALLED,GOOD,94,,,1,0,0,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Flandres,Turnhout,2300,Vivendi Vastgoed,vivendip_turnhout@importfrommedia.be,+32 14 70 70 35,BUY_REGULAR,1185000,3,12,6,0,10,,6,,INSTALLED,GOOD,541,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Dison,4820,Ekilibre,storage4144_459@importfrommedia.be,+32 87 31 63 00,BUY_REGULAR,219000,2,3,1,0,1,,,,INSTALLED,GOOD,109,299,414,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Berchem,2600,Coprimmo Immobiliën,coprimmo@omniwebsites.be,+32 3 449 49 77,BUY_REGULAR,195000,2,2,1,0,1,,,,SEMI_EQUIPPED,GOOD,90,,,1,0,0,0,1,0,0,0
APARTMENT,GROUND_FLOOR,Flandres,Brasschaat,2930,ERA Noord,immoweb@erabelgium.be,,BUY_REGULAR,295000,2,1,1,0,,,,,,GOOD,65,,,0,0,0,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Bruxelles,Molenbeek-Saint-Jean,1080,Citya Immobilier,lamybelg_bruxelles@importfrommedia.be,+32 2 373 38 20,BUY_REGULAR,528000,2,3,3,0,,,,,,TO_RENOVATE,350,,0,0,0,0,0,0,0,0,0
APARTMENT,FLAT_STUDIO,Bruxelles,Bruxelles,1210,Immo IDS S.P.R.L.,natacha.michiels@immo-ids.be,+32 2 359 90 90,BUY_REGULAR,160000,,0,1,0,1,1,,,,GOOD,30,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Wasseiges,4219,We Invest Hesbaye,storage4563_301@importfrommedia.be,+32 19 86 06 06,BUY_REGULAR,349000,3,3,1,1,2,,1,3,SEMI_EQUIPPED,GOOD,161,2050,2236,1,0,1,0,0,0,1,0
HOUSE,HOUSE,Wallonie,BOUFFIOULX,6200,Service Immobilier,info@serviceimmobilier.be,+32 71 38 44 44,BUY_REGULAR,109000,2,2,2,0,,,,,,GOOD,65,,0,0,0,0,0,0,0,0,0
APARTMENT,FLAT_STUDIO,Bruxelles,Ixelles,1050,Morgan's Real Estate - Morgan Cornelis,storage5863_711@importfrommedia.be,+32 2 430 24 86,BUY_REGULAR,159000,2,0,1,0,1,,,,,AS_NEW,17,,,0,0,0,1,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Seraing,4101,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,89000,,1,1,1,1,,,,SEMI_EQUIPPED,AS_NEW,76,,,0,0,0,0,0,0,0,0
HOUSE,VILLA,Wallonie,Erquelinnes,6560,CENTURY 21 Excell Immo,excell.assur@gmail.com,+32 71 53 49 68,BUY_REGULAR,495000,4,4,1,2,2,,2,6,USA_HYPER_EQUIPPED,AS_NEW,211,1,2684,1,1,1,0,0,0,1,0
HOUSE,HOUSE,Wallonie,LIÈGE,4000,CENTURY 21 Immo Effertz,immoeffertzliege@omniwebsites.be,+32 4 365 92 07,BUY_REGULAR,139000,2,1,1,0,1,,1,,INSTALLED,GOOD,108,127,206,1,0,1,0,0,0,1,0
APARTMENT,DUPLEX,Flandres,Herne,1540,Destryker Vastgoed & Advies,wim@destryker.be,+32 2 356 61 60,BUY_REGULAR,339000,2,3,1,0,2,,,2,HYPER_EQUIPPED,AS_NEW,135,,,1,1,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Landen,3400,Swevers Real Estate,swevers@contactme.skarabee.com,+32 11 25 51 55,BUY_REGULAR,285000,4,5,2,0,1,1,3,3,,TO_BE_DONE_UP,,200,0,1,0,1,0,0,0,1,0
HOUSE,HOUSE,Flandres,Lokeren,9160,OC vastgoed,200462@secure.fortissimmo.net,+32 9 233 02 00,BUY_REGULAR,275000,,3,1,0,2,13,,,HYPER_EQUIPPED,GOOD,,,70,0,0,0,0,0,0,0,0
HOUSE,MANSION,Flandres,Anvers,2018,Immobib,immobib_antwerpen@importfrommedia.be,+32 3 230 59 39,BUY_REGULAR,1250000,2,8,5,5,6,9,,,INSTALLED,GOOD,360,36,173,1,0,0,0,0,0,1,0
HOUSE,APARTMENT_BLOCK,Wallonie,Bernissart,7320,Primmo Péruwelz,elodie@primmo.be,+32 69 22 78 11,BUY_REGULAR,299000,4,4,5,0,,,,,INSTALLED,,,,1271,0,0,0,0,0,0,0,0
