Property Type,Property Subtype,Region,City,CP,Agency Name,Agency Email,Agency Phone,Type de vente,Price,Nombre de façades,Nombre de chambres,Nombre de salles de bain,Nombre de douches,Nombre de toilettes,Nombre de pièces,Nombre de parking intérieurs,Nombre de parking extérieurs,Type de cuisine,État du bâtiment,Surface habitable,Surface jardin,Surface totale,Basement,Dressing,Dining Room,Meublé,Cheminée,Balcon,Terrasse,Jardin,Piscine
HOUSE,HOUSE,Flandres,Oud-Heverlee,3050,We Invest Leuven,storage4563_760@importfrommedia.be,+32 16 60 60 31,BUY_REGULAR,685000,3,3,2,0,2,,,,USA_HYPER_EQUIPPED,AS_NEW,190,,481,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,Cambier - De Nil,cambierdenil@importfrommedia.be,+32 50 60 10 20,BUY_REGULAR,1195000,3,3,2,2,2,4,,,HYPER_EQUIPPED,AS_NEW,89,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Jauche,1350,Aplus Immo,aplusimmobilier_orp_jauche@importfrommedia.be,+32 485 11 01 10,BUY_REGULAR,150000,3,4,1,0,2,,,1,SEMI_EQUIPPED,TO_RENOVATE,180,226,226,1,0,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Middelkerke,8430,Dewaele-woonvastgoed Middelkerke,middelkerke@dewaele.com,+32 59 50 60 50,BUY_REGULAR,350000,2,2,1,0,1,,,1,INSTALLED,AS_NEW,75,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Bruxelles,Evere,1140,Century 21 Ever One,info@century21everone.be,+32 2 241 21 21,BUY_REGULAR,569000,,3,,2,3,4,1,,,JUST_RENOVATED,,62,0,1,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,Zaventem Sint-Stevens-Woluwe,1932,Sorimo  - Bruxelles,sorimo_bruxelles@importfrommedia.be,+32 2 772 80 20,BUY_REGULAR,645000,3,4,3,0,3,,,,USA_HYPER_EQUIPPED,AS_NEW,250,225,477,1,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,ANTWERPEN,2060,Immovasta,immovasta@omniwebsites.be,+32 3 289 70 30,BUY_REGULAR,139000,2,1,1,0,1,,,,SEMI_EQUIPPED,TO_RENOVATE,75,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Ixelles,1050,Orientations,cedric@orientations-brussels.be,,BUY_REGULAR,1390000,4,3,3,0,3,4,1,,HYPER_EQUIPPED,AS_NEW,165,,,0,1,0,0,1,0,1,0,0
APARTMENT,DUPLEX,Bruxelles,BERCHEM-SAINTE-AGATHE,1082,Optimmo-Invest,Info@optimmo-invest.be,+32 2 342 11 14,BUY_REGULAR,319000,2,3,1,0,2,7,,,INSTALLED,GOOD,115,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Huy,4500,Immobilière Bertrand Huy,xavierbertrand1@omniwebsites.be,+32 85 30 10 03,BUY_REGULAR,99000,,1,1,0,1,,,,SEMI_EQUIPPED,GOOD,40,,,1,0,0,0,1,0,1,0,0
APARTMENT,KOT,Flandres,Louvain,3000,Immo De Dijle,Z37860@secure.fortissimmo.net,+32 16 23 37 35,BUY_REGULAR,235000,,0,,0,,,,,,,20,,,0,0,0,0,0,0,0,0,0
APARTMENT,FLAT_STUDIO,Flandres,Blankenberge,8370,Agence Verburgh,agenceverburgh@contactme.skarabee.com,+32 50 41 38 85,BUY_REGULAR,136000,,0,1,0,1,1,,,,GOOD,40,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Ixelles,1050,Orientations,cedric@orientations-brussels.be,,BUY_REGULAR,795000,2,3,1,0,3,,,,HYPER_EQUIPPED,GOOD,212,,,0,1,1,0,1,0,1,0,0
HOUSE,VILLA,Flandres,Maldegem,9990,Vastgoed Unicum,planning@vastgoedunicum.be,+32 9 336 16 15,BUY_REGULAR,412500,4,5,2,1,2,27,2,4,INSTALLED,GOOD,256,,610,1,1,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Middelkerke,8430,Agence Sissau,sissau@omniwebsites.be,+32 59 30 19 91,BUY_REGULAR,325000,,3,1,0,1,,,,INSTALLED,TO_BE_DONE_UP,94,,,0,0,0,0,1,0,0,0,0
APARTMENT,APARTMENT,Wallonie,La Louviere,7100,SRL Immobiliere Lorenzo Invest,info@lorenzo-invest.be,,BUY_REGULAR,130000,,2,1,0,1,,,,INSTALLED,GOOD,,,,1,0,1,0,0,0,0,0,0
HOUSE,MANSION,Wallonie,Verviers,4800,WAW Immo,storage8974_272@importfrommedia.be,,BUY_REGULAR,169000,2,6,2,2,2,,,,INSTALLED,TO_BE_DONE_UP,275,360,470,1,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Wiers,7608,Primmo Péruwelz,elodie@primmo.be,+32 69 22 78 11,BUY_REGULAR,140000,4,3,1,0,1,,1,,INSTALLED,,125,,629,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Seraing,4100,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,169000,3,2,1,1,1,,,,SEMI_EQUIPPED,GOOD,55,55,140,1,0,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,IMMAX KNOKKE,info@immax.be,+32 50 62 44 14,BUY_REGULAR,845000,2,2,2,2,2,,,,USA_HYPER_EQUIPPED,AS_NEW,98,,,0,0,0,1,0,0,1,0,0
HOUSE,HOUSE,Flandres,Ronse,9600,Immo Nobels,99479@secure.fortissimmo.net,+32 55 30 92 90,BUY_REGULAR,169000,2,3,1,0,1,10,,,,AS_NEW,135,188,263,0,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,RELEGEM,1731,CENTURY 21 Beyto,beyto@omniwebsites.be,+32 2 309 65 88,BUY_REGULAR,770000,,3,1,0,,,2,,USA_INSTALLED,,274,706,843,1,0,0,0,1,0,0,1,0
HOUSE,MIXED_USE_BUILDING,Flandres,Malines,2800,Living Stone Mechelen,pajota_mechelen_206@importfrommedia.be,+32 15 41 41 41,BUY_REGULAR,595000,2,4,1,0,2,,,3,INSTALLED,GOOD,232,,89,1,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Beerse,2340,Heylen Exclusief,heylenvastgoed@omniwebsites.be,+32 800 29 223,BUY_REGULAR,639000,4,5,1,1,2,,3,4,INSTALLED,GOOD,,,1500,0,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Flandres,Deurne,2100,First Estate,alain@first-estate.be,,BUY_REGULAR,219000,,3,,0,,,1,,,,105,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,DILSEN,3650,Immobilien Janssen Maasbrug,janssennv-q4mz3ve@omniwebsites.be,+32 89 56 06 91,BUY_REGULAR,315727,,2,1,0,1,,,,INSTALLED,,99,,,1,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Flandres,Berchem,2600,Chase,chasevastgoed@omniwebsites.be,+32 3 740 03 90,BUY_REGULAR,229000,2,2,1,0,1,,1,,INSTALLED,AS_NEW,100,,,1,0,0,0,1,0,1,0,0
APARTMENT,DUPLEX,Flandres,Bruges,8000,IMMAX BRUGGE,storage4588_748@importfrommedia.be,+32 50 62 44 14,BUY_REGULAR,995000,3,3,3,3,2,,,1,USA_HYPER_EQUIPPED,JUST_RENOVATED,150,,,1,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Bruxelles,Bruxelles,1020,Century 21 Home Sweet Home,storage5107_833@importfrommedia.be,+32 2 640 95 73,BUY_REGULAR,420000,2,4,2,7,2,,1,1,USA_HYPER_EQUIPPED,GOOD,200,,118,1,0,0,1,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Habay,6720,Groupe Arcade,groupearcade_arlon@importfrommedia.be,+32 63 42 42 78,BUY_REGULAR,239000,3,2,1,0,,,,,INSTALLED,AS_NEW,106,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Uccle,1180,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,509000,2,3,2,1,1,,,92,USA_HYPER_EQUIPPED,AS_NEW,142,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Libramont-Chevigny,6800,Dynasty,storage8437_934@importfrommedia.be,,BUY_REGULAR,349000,4,4,2,1,2,,,4,INSTALLED,AS_NEW,129,,829,1,0,0,0,0,0,1,0,0
APARTMENT,GROUND_FLOOR,Bruxelles,Uccle,1180,Vaneau Lecobel Vente Neuf,lecobel_neuf@importfrommedia.be,+32 2 669 21 70,BUY_REGULAR,390000,3,2,1,0,1,,,,USA_HYPER_EQUIPPED,AS_NEW,88,40,,1,0,0,0,0,0,1,1,0
HOUSE,MIXED_USE_BUILDING,Wallonie,"Wellin, Halma",6920,Honesty Rochefort - 7 bureaux proches de chez vous,honesty_rochefort@importfrommedia.be,+32 84 45 64 58,BUY_REGULAR,480000,3,7,7,7,10,,,,,GOOD,478,,1689,1,0,1,1,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Eeklo,9900,Vastgoed Unicum,planning@vastgoedunicum.be,+32 9 336 16 15,BUY_REGULAR,389000,,2,2,2,3,21,2,8,HYPER_EQUIPPED,GOOD,177,,,1,1,1,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Oordegem,9340,Albert Smetlede,albertsmetlede@contactme.skarabee.com,+32 80 02 52 37,BUY_REGULAR,175000,2,3,,0,,1,,,,GOOD,200,86,192,1,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Oostakker,9041,Axel Lenaerts makelaars Gent,axellenaertsgent@omniwebsites.be,+32 9 245 24 24,BUY_REGULAR,335000,2,2,1,0,1,,,,INSTALLED,,94,,,0,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Rollegem,8510,DL Groupe Mouscron 056,cabinet056_553@importfrommedia.be,+32 56 34 00 04,BUY_REGULAR,179900,2,2,1,1,,,,,INSTALLED,GOOD,113,,98,0,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Brasschaat,2930,Heylen Vastgoed Brasschaat,heylenvastgoed@omniwebsites.be,+32 3 555 41 11,BUY_REGULAR,379000,2,2,2,0,3,,,,INSTALLED,TO_BE_DONE_UP,215,,361,1,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Flandres,Ostende,8400,Dewaele-woonvastgoed Oostende,oostende@dewaele.com,+32 59 50 60 50,BUY_REGULAR,179000,2,1,1,0,1,,,,INSTALLED,GOOD,57,,,0,0,0,0,0,0,1,0,0
HOUSE,APARTMENT_BLOCK,Bruxelles,SAINT-GILLES,1060,CGIS - Cie de Gestion Immobilière & Service SPRL,cgis@omniwebsites.be,+32 475 78 77 99,BUY_REGULAR,1225000,2,0,3,0,5,,,,INSTALLED,JUST_RENOVATED,337,100,205,1,0,0,0,1,0,0,1,0
APARTMENT,APARTMENT,Wallonie,Aubange,6791,ERA Topimmo Bastogne – 3 agences,immoweb@erabelgium.be,+32 61 21 07 50,BUY_REGULAR,295000,2,2,1,0,,,1,1,,GOOD,88,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,ZWIJNDRECHT,2070,Immovasta,immovasta@omniwebsites.be,+32 3 289 70 30,BUY_REGULAR,240000,2,3,1,0,1,,,,,TO_RENOVATE,175,,85,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Courtrai,8500,Immo Casa BVBA,99415@secure.fortissimmo.net,+32 51 48 52 36,BUY_REGULAR,185000,,2,1,0,,,,,INSTALLED,TO_BE_DONE_UP,90,,150,1,0,0,0,0,0,0,1,0
HOUSE,APARTMENT_BLOCK,Wallonie,Tubize,1480,YAKimmo,erika@yakimmo.be,+32 2 355 17 51,BUY_REGULAR,369000,2,3,1,1,2,,,,INSTALLED,GOOD,200,250,380,1,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Deurne (Antwerpen),2100,ERA ONE,immoweb@erabelgium.be,+32 3 360 85 30,BUY_REGULAR,307000,2,2,1,0,,,,,,GOOD,92,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Viemme (Faimes),4317,WOLFS L’Immobilière : Haccourt-Liège-Maastricht,wolfslim_haccourt@importfrommedia.be,+32 4 374 86 86,BUY_REGULAR,249000,3,5,1,1,2,,1,3,,,205,1708,1871,1,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Wallonie,Huy,4500,Express-Immo Prestige,expressimmoprestige@omniwebsites.be,,BUY_REGULAR,129000,2,1,1,1,1,,2,,,TO_BE_DONE_UP,60,,,1,0,0,0,1,0,0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Bruxelles,Bruxelles,1000,You Real Estate,storage4663_uccle_55@importfrommedia.be,+32 2 460 83 86,BUY_REGULAR,850000,2,3,2,2,2,,1,,USA_HYPER_EQUIPPED,GOOD,370,40,0,1,0,0,0,0,0,1,1,0
APARTMENT,GROUND_FLOOR,Flandres,Gand,9000,Cplus,immopannier_gent@importfrommedia.be,+32 9 221 51 20,BUY_REGULAR,349000,,3,1,0,,,1,,,,119,,,1,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,La Louvière,7100,Arihome,storage10541_bw_411@importfrommedia.be,,BUY_REGULAR,89000,3,1,1,1,1,,,1,INSTALLED,TO_RENOVATE,65,,,1,0,0,0,0,0,1,0,0
APARTMENT,LOFT,Flandres,Brugge,8000,ISTOIR,Z10174@secure.fortissimmo.net,+32 9 240 80 10,BUY_REGULAR,995000,,3,2,0,2,8,,,,AS_NEW,,,,0,0,0,0,0,0,1,0,0
HOUSE,APARTMENT_BLOCK,Flandres,Mortsel,2640,Habicom Vastgoed,habicom@omniwebsites.be,+32 3 449 42 41,BUY_REGULAR,450000,,4,2,0,3,,,,,GOOD,254,,123,1,0,0,0,1,0,0,1,0
APARTMENT,APARTMENT,Bruxelles,Anderlecht,1070,Agence Washington,contact@agencewashington.be,+32 2 522 28 22,BUY_REGULAR,235000,2,2,1,0,1,,,,INSTALLED,,84,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Woluwe-Saint-Pierre,1150,Sorimo  - Bruxelles,sorimo_bruxelles@importfrommedia.be,+32 2 772 80 20,BUY_REGULAR,535000,3,3,2,0,2,,1,,HYPER_EQUIPPED,AS_NEW,132,,,1,0,0,0,0,0,1,0,0
HOUSE,TOWN_HOUSE,Flandres,Blankenberge,8370,Immo Francois,contact@immofrancois.be,+32 50 94 69 47,BUY_REGULAR,385000,,4,1,0,1,5,1,,,GOOD,237,,136,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Anvers,2020,Chase,chasevastgoed@omniwebsites.be,+32 3 740 03 90,BUY_REGULAR,199000,2,2,1,0,1,,,,,AS_NEW,98,,,1,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Schaerbeek,1030,J&J Properties,jjproperties_bruxelles@importfrommedia.be,+32 2 770 76 00,BUY_REGULAR,250000,,2,1,0,1,,,,HYPER_EQUIPPED,GOOD,71,,,1,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles,1000,Skyline Renting Services,skyliner_auderghem@importfrommedia.be,+32 2 679 00 07,BUY_REGULAR,350000,2,1,1,0,1,,80,,USA_HYPER_EQUIPPED,AS_NEW,73,,,1,0,0,1,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Anderlecht,1070,Perception Immobilière,percepti_anderlecht@importfrommedia.be,,BUY_REGULAR,199000,2,2,1,0,1,,,,,TO_BE_DONE_UP,70,,,1,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Lesve (Profondeville),5170,Inwee,storage4188_584@importfrommedia.be,+32 476 41 90 70,BUY_REGULAR,349000,4,5,2,2,2,,2,3,HYPER_EQUIPPED,TO_BE_DONE_UP,192,90,500,1,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Braine-l'Alleud,1420,ERA Cedimmo – Braine-L’Alleud,Immoweb@erabelgium.be,+32 2 385 02 65,BUY_REGULAR,339000,2,3,1,0,,,1,,,,130,,425,0,0,1,0,0,0,1,0,0
HOUSE,FARMHOUSE,Flandres,Kruisem,9770,DMG Vastgoed,dmgvastgoed_285@importfrommedia.be,+32 55 21 12 10,BUY_REGULAR,575000,2,3,1,1,1,,3,6,INSTALLED,TO_BE_DONE_UP,182,4000,4271,0,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Bruxelles,Woluwe-Saint-Lambert,1200,Expertissimmo,expertissimmo_bruxelles@importfrommedia.be,+32 2 736 67 92,BUY_REGULAR,275000,,2,1,1,1,,,,USA_HYPER_EQUIPPED,AS_NEW,76,,,0,0,0,0,0,0,1,0,0
HOUSE,VILLA,Flandres,Kraainem,1950,Sorimo  - Bruxelles,sorimo_bruxelles@importfrommedia.be,+32 2 772 80 20,BUY_REGULAR,1650000,4,5,3,0,4,6,1,2,INSTALLED,GOOD,340,750,1492,0,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Oupeye,4680,Nigel Immo,nigelimmo_oupeye_136@importfrommedia.be,+32 4 264 38 04,BUY_REGULAR,149000,3,3,1,1,1,,,,INSTALLED,TO_RENOVATE,105,340,492,1,0,1,0,0,0,1,1,0
APARTMENT,DUPLEX,Flandres,Wingene,8750,Vastgoed Wanneyn,vastgoedwanneyn@contactme.skarabee.com,+32 50 70 34 35,BUY_REGULAR,236000,,2,1,0,2,1,1,,,GOOD,126,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,SINT-AMANDSBERG,9040,Century 21 Immo Vercoutere,c21aivavelgem@omniwebsites.be,+32 56 64 78 92,BUY_REGULAR,365000,2,2,1,0,1,,,1,INSTALLED,AS_NEW,97,,,1,0,0,0,1,0,1,0,0
HOUSE,MANSION,Wallonie,La Louvière,7100,ALEX INVEST IMMOBILIER SPRL,info@alexinvest.be,+32 64 70 01 45,BUY_REGULAR,395000,2,6,2,0,2,,1,1,INSTALLED,GOOD,411,,530,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Arlon,6700,We Invest Sud-Luxembourg,storage4563_979@importfrommedia.be,+32 63 33 00 69,BUY_REGULAR,370000,3,3,1,1,2,,1,1,INSTALLED,GOOD,202,329,432,1,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Piétrain,1370,Maisons Compère,promotion@maisonscompere.be,,BUY_REGULAR,251053,4,3,,0,,,,,,,110,,600,0,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Liège,4000,Bureau Godin – Liège,bureau-godin_grivegnee@importfrommedia.be,+32 4 222 90 09,BUY_REGULAR,399000,3,3,1,1,2,,1,,INSTALLED,AS_NEW,171,140,345,0,0,0,0,0,0,1,1,0
HOUSE,APARTMENT_BLOCK,Flandres,Terhagen,2840,Leximmo,199794@secure.fortissimmo.net,+32 3 459 99 99,BUY_REGULAR,725000,,6,4,0,4,,1,,,TO_BE_DONE_UP,,,132,0,0,0,0,0,0,1,1,0
APARTMENT,GROUND_FLOOR,Flandres,Gent Sint-Denijs-Westrem,9051,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,1315650,4,2,2,0,2,3,,1,HYPER_EQUIPPED,AS_NEW,187,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Renaix,9600,Exper Immo Orta,trevi-orta@omniwebsites.be,+32 55 20 74 20,BUY_REGULAR,750000,2,2,1,0,1,,,,HYPER_EQUIPPED,GOOD,426,35,,0,0,0,0,1,0,1,1,0
HOUSE,HOUSE,Flandres,Tongres,3700,Goed Gevonden,goedgevo_tongeren@importfrommedia.be,+32 12 74 48 44,BUY_REGULAR,250000,4,3,1,0,2,,1,3,INSTALLED,GOOD,155,230,625,1,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Wallonie,Liège,4000,Allen Keapler & Partners,storage9822_872@importfrommedia.be,+32 4 277 17 07,BUY_REGULAR,210000,2,1,1,0,1,,,,SEMI_EQUIPPED,GOOD,64,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Nivelles,1400,Engel & Völkers Nivelles,cydrinn.schippers@engelvoelkers.com,+32 67 64 90 39,BUY_REGULAR,445000,4,8,,0,,,2,,,TO_RENOVATE,1040,,3300,0,0,0,0,0,0,1,0,0
APARTMENT,PENTHOUSE,Bruxelles,Bruxelles,1020,FIERCE IMMO,storage7616_295@importfrommedia.be,+32 2 420 65 01,BUY_REGULAR,653500,3,3,2,2,2,,2,2,USA_HYPER_EQUIPPED,AS_NEW,123,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,BERCHEM-SAINTE-AGATHE,1082,TREVI - Immobilier Neuf,trevitin@omniwebsites.be,+32 2 340 24 73,BUY_REGULAR,355000,4,2,1,0,2,,1,,USA_HYPER_EQUIPPED,,88,,,1,0,1,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Molenbeek-Saint-Jean,1080,Trevi,immov@omniwebsites.be,+32 2 340 24 92,BUY_REGULAR,215000,2,2,1,1,1,,1,,USA_INSTALLED,GOOD,70,,,1,0,0,0,1,0,0,0,0
APARTMENT,PENTHOUSE,Bruxelles,Jette,1090,Propinvest SA, info@vdbcm.net,+32 455 14 26 26,BUY_REGULAR,225000,2,1,1,0,1,,,,,GOOD,71,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Schaerbeek,1030,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,150000,2,1,1,0,1,,,,USA_INSTALLED,GOOD,50,,,1,0,1,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Gent Sint-Denijs-Westrem,9051,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,398000,2,2,1,0,1,,,1,HYPER_EQUIPPED,AS_NEW,94,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Seraing,4100,BHS IMMO,storage7296_779@importfrommedia.be,+32 4 370 23 70,BUY_REGULAR,130000,2,4,1,2,2,,,,NOT_INSTALLED,TO_RENOVATE,150,135,250,1,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Paliseul,6850,Wellimmo sprl,storage3337_722@importfrommedia.be,,BUY_REGULAR,280000,3,3,3,0,3,,1,2,SEMI_EQUIPPED,AS_NEW,147,700,879,1,0,1,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Mouscron,7700,Côté Immo,coteimmo@omniwebsites.be,+32 56 34 03 40,BUY_REGULAR,125000,2,3,1,0,,,2,,SEMI_EQUIPPED,TO_BE_DONE_UP,144,140,275,0,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Wallonie,Liège,4000,Valdel Immo Brabant Wallon,valdelimmo@omniwebsites.be,,BUY_REGULAR,250000,3,2,1,0,2,,1,,SEMI_EQUIPPED,TO_RENOVATE,95,,,1,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Flandres,Turnhout,2300,Heylen Vastgoed Turnhout,heylenvastgoed@omniwebsites.be,+32 14 73 38 82,BUY_REGULAR,159000,2,2,1,0,1,,,,SEMI_EQUIPPED,TO_BE_DONE_UP,83,,,0,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Flandres,Evergem,9940,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,375000,2,2,1,0,1,,,1,HYPER_EQUIPPED,AS_NEW,113,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Saint-Georges-sur-Meuse,4470,Engel & Völkers Liège,liege@engelvoelkers.com,+32 4 270 34 14,BUY_REGULAR,240000,,2,1,0,1,,,1,INSTALLED,AS_NEW,85,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Zandbergen,9506,Immo Marc Bvba,immo.marc@contactme.skarabee.com,+32 54 32 65 50,BUY_REGULAR,335000,3,3,1,0,2,,,,INSTALLED,AS_NEW,176,,1108,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Beveren,9120,ERA Wonen Beveren,immoweb@erabelgium.be,+32 3 296 37 69,BUY_REGULAR,350000,3,3,2,0,,,1,,,,200,203,500,0,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Wallonie,Orp-Jauche,1350,Property Lab,storage5237_500@importfrommedia.be,+32 2 537 47 38,BUY_REGULAR,289900,2,1,1,1,1,,,2,SEMI_EQUIPPED,AS_NEW,89,39,,0,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Sprimont,4140,SCHMIDTIMMO,immobiliereschmidtwallonie@importfrommedia.be,+32 4 246 00 00,BUY_REGULAR,175000,3,2,1,0,,,1,,INSTALLED,TO_RENOVATE,109,,1345,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Namur,5000,We Invest Namur,storage4563_928@importfrommedia.be,+32 81 13 68 68,BUY_REGULAR,199000,3,2,1,0,1,,,,INSTALLED,AS_NEW,70,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Strombeek-Bever,1853,CENTURY 21 ATG,c21atg@omniwebsites.be,+32 54 34 34 34,BUY_REGULAR,210000,3,3,1,0,1,,,,SEMI_EQUIPPED,TO_BE_DONE_UP,110,,,1,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Audenarde,9700,Bram Immo,storage6906_492@importfrommedia.be,,BUY_REGULAR,299000,2,5,1,0,2,,1,3,HYPER_EQUIPPED,AS_NEW,189,,256,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Wemmel,1780,Immo Klein,storage10285_7@importfrommedia.be,,BUY_REGULAR,245000,2,2,1,0,1,,,,HYPER_EQUIPPED,GOOD,93,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Tubize,1480,Trevi Conseil Immo,trevi-conseilimmo@omniwebsites.be,+32 2 355 50 55,BUY_REGULAR,380000,4,4,2,0,2,,,,INSTALLED,GOOD,170,,0,0,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Lommel,3920,ERA Tournier,Immoweb@erabelgium.be,+32 11 55 04 40,BUY_REGULAR,349000,4,3,1,0,,,1,,,,206,,1531,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Liège Rocourt,4000,Engel & Völkers Liège,liege@engelvoelkers.com,+32 4 270 34 14,BUY_REGULAR,187000,2,1,1,0,1,,,,INSTALLED,AS_NEW,66,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Wevelgem,8560,M Vastgoed,mvastgoedheule@contactme.skarabee.com,+32 56 19 01 00,BUY_REGULAR,219000,2,3,1,0,1,1,,,,GOOD,150,,188,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Woluwe-Saint-Lambert,1200,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,795000,2,2,2,2,3,,1,,USA_HYPER_EQUIPPED,AS_NEW,151,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Hélécine,1357,We Invest Hesbaye,storage4563_301@importfrommedia.be,+32 19 86 06 06,BUY_REGULAR,480000,4,4,2,2,2,,1,2,HYPER_EQUIPPED,AS_NEW,151,340,469,0,0,1,0,0,0,1,1,0
