Property Type,Property Subtype,Region,City,CP,Agency Name,Agency Email,Agency Phone,Type de vente,Price,Nombre de façades,Nombre de chambres,Nombre de salles de bain,Nombre de douches,Nombre de toilettes,Nombre de pièces,Nombre de parking intérieurs,Nombre de parking extérieurs,Type de cuisine,État du bâtiment,Surface habitable,Surface jardin,Surface totale,Basement,Dressing,Dining Room,Meublé,Cheminée,Balcon,Terrasse,Jardin,Piscine
HOUSE,HOUSE,Wallonie,Nivelles,1400,Pacimmo,pacimmo_832@importfrommedia.be,+32 71 32 53 25,BUY_REGULAR,229900,3,5,1,1,2,,,,SEMI_EQUIPPED,TO_BE_DONE_UP,190,80,180,1,0,1,0,0,0,0,1,0
HOUSE,HOUSE,Flandres,Gent Wondelgem,9032,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,418000,2,3,1,1,2,,1,2,USA_HYPER_EQUIPPED,AS_NEW,143,100,261,0,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,De Haan,8420,Agence Vanbeckevoort,200717@secure.fortissimmo.net,+32 59 80 99 20,BUY_REGULAR,515000,,2,1,0,1,11,1,,,,99,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Otegem,8553,Century 21 Immo Vercoutere,c21aivavelgem@omniwebsites.be,+32 56 64 78 92,BUY_REGULAR,405000,4,5,1,0,2,,1,,INSTALLED,JUST_RENOVATED,208,,410,1,0,0,0,1,0,0,1,0
HOUSE,HOUSE,Wallonie,Court-Saint-Etienne,1490,Daloze SA,immobilieredaloze_genappe@importfrommedia.be,+32 67 78 02 02,BUY_REGULAR,225000,4,3,1,1,1,,,1,NOT_INSTALLED,TO_RENOVATE,154,377,562,1,0,1,0,0,0,0,1,0
HOUSE,FARMHOUSE,Wallonie,FLÉMALLE,4400,C. Roufosse Affaires Immobilières,roufousse-kfaah9@omniwebsites.be,+32 4 234 21 10,BUY_REGULAR,369000,3,4,1,1,2,,2,,SEMI_EQUIPPED,GOOD,165,950,1470,1,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles ville,1000,IMMO-TIME,immotime@omniwebsites.be,+32 16 41 41 00,BUY_REGULAR,230000,3,2,1,0,1,,1,,INSTALLED,,55,,,0,0,0,1,1,0,0,0,0
HOUSE,HOUSE,Flandres,Hombeek,2811,Kasper & Kent,Z47021@secure.fortissimmo.net,+32 2 880 40 01,BUY_REGULAR,325000,,3,1,0,1,11,,,INSTALLED,TO_BE_DONE_UP,150,60,185,1,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Temse,9140,,,,BUY_REGULAR,139000,2,1,1,0,1,,,,SEMI_EQUIPPED,TO_BE_DONE_UP,85,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Brugge,8310,Comfortimmo,comfortimmobrg@contactme.skarabee.com,+32 492 88 98 94,BUY_REGULAR,249000,,2,,0,,1,,,,GOOD,83,4,,0,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Bruxelles,Evere,1140,Skyline Renting Services,skyliner_auderghem@importfrommedia.be,+32 2 679 00 07,BUY_REGULAR,280000,2,1,1,0,1,,,,USA_HYPER_EQUIPPED,AS_NEW,64,,,0,0,0,1,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Wallonie,Virton,6760,Home Sweet Gaume,homesweetgaume@omniwebsites.be,+32 63 39 53 03,BUY_REGULAR,330000,3,0,,0,,,,,,TO_RENOVATE,1600,,643,1,0,0,0,1,0,0,0,0
HOUSE,VILLA,Flandres,Geraardsbergen Moerbeke,9500,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,335000,3,3,1,0,2,,1,2,USA_HYPER_EQUIPPED,AS_NEW,176,,381,0,0,0,0,0,0,1,0,0
APARTMENT,FLAT_STUDIO,Bruxelles,Ixelles,1050,Victoire (Immobilier Neuf),victoire_1490@importfrommedia.be,+32 2 375 10 10,BUY_REGULAR,323000,2,0,,1,1,,,,USA_HYPER_EQUIPPED,AS_NEW,48,,,0,0,0,0,0,0,0,0,0
HOUSE,BUNGALOW,Flandres,Grimbergen,1850,Hertog Makelaars,vastgoeddehertog@importfrommedia.be,+32 2 303 45 45,BUY_REGULAR,1450000,4,2,2,0,2,3,1,,SEMI_EQUIPPED,TO_RENOVATE,124,,49,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Berchem-Sainte-Agathe,1082,By the Way,storage5286_951@importfrommedia.be,+32 2 648 01 20,BUY_REGULAR,175873,2,2,1,1,1,,1,39,NOT_INSTALLED,TO_BE_DONE_UP,75,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Sint-Pieters-Leeuw,1601,De Immobiliers,deimmobiliers@contactme.skarabee.com,+32 2 356 00 00,BUY_REGULAR,290000,2,3,1,0,1,1,,,,GOOD,146,,208,0,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Ternat,1740,CENTURY 21 ATG,c21atg@omniwebsites.be,+32 54 34 34 34,BUY_REGULAR,485000,4,2,2,0,2,,2,3,HYPER_EQUIPPED,GOOD,,,630,0,0,0,0,1,0,1,1,0
HOUSE,HOUSE,Flandres,Willebroek,2830,Malines Group,storage7034_976@importfrommedia.be,+32 3 886 86 86,BUY_REGULAR,310000,3,3,1,0,1,,,,,GOOD,185,,305,1,0,0,1,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Pepinster,4860,Ekilibre,storage4144_459@importfrommedia.be,+32 87 31 63 00,BUY_REGULAR,329000,4,4,1,0,2,,1,4,INSTALLED,GOOD,181,538,696,1,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,SINT-KRUIS,8310,Excellent Vastgoed,excellentvastgoed@omniwebsites.be,+32 9 380 09 74,BUY_REGULAR,395000,3,3,1,0,2,,1,,INSTALLED,TO_RENOVATE,306,,0,1,0,0,0,1,0,0,0,0
HOUSE,HOUSE,Wallonie,Namur Saint-Servais,5002,Inwee,storage4188_584@importfrommedia.be,+32 476 41 90 70,BUY_REGULAR,239000,3,3,1,1,2,,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,128,131,230,1,0,1,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Flemalle,4400,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,165000,4,3,1,1,1,,1,1,INSTALLED,TO_BE_DONE_UP,105,60,315,0,0,1,0,0,0,0,1,0
APARTMENT,APARTMENT,Bruxelles,Uccle,1180,IMMO 2A,info@immo2a.be,+32 2 742 18 58,BUY_REGULAR,334000,3,2,1,1,2,,1,,INSTALLED,JUST_RENOVATED,85,,,1,0,0,0,1,0,1,0,0
HOUSE,VILLA,Flandres,Grimbergen,1850,Hertog Makelaars,vastgoeddehertog@importfrommedia.be,+32 2 303 45 45,BUY_REGULAR,545000,4,4,1,1,2,,1,,HYPER_EQUIPPED,TO_RENOVATE,189,,942,1,0,1,0,0,0,1,0,0
APARTMENT,FLAT_STUDIO,Flandres,Opwijk,1745,Landmeetbureau Schoukens,willemien@schoukens.be,+32 52 35 72 87,BUY_REGULAR,120000,2,1,1,0,1,,,,INSTALLED,GOOD,,,,0,0,0,0,0,0,1,0,0
APARTMENT,FLAT_STUDIO,Wallonie,Namur,5000,VM Immobilier,veronique@vmimmobilier.be,+32 498 48 69 08,BUY_REGULAR,119000,2,0,1,0,,4,,,,TO_BE_DONE_UP,48,,,0,0,0,0,0,0,0,0,0
HOUSE,COUNTRY_COTTAGE,Flandres,Lichtervelde,8810,Vastgoed Elien,vastgoedelien@omniwebsites.be,+32 470 04 88 64,BUY_REGULAR,875000,4,9,9,1,11,,13,10,INSTALLED,GOOD,510,500,7000,0,0,0,0,1,0,1,1,0
HOUSE,HOUSE,Flandres,Gand,9000,IMMO-EDEN,immoeden-4cpc5i@omniwebsites.be,+32 9 222 00 63,BUY_REGULAR,412000,2,4,1,2,3,,,,SEMI_EQUIPPED,TO_BE_DONE_UP,151,,42,0,0,0,0,1,0,0,0,0
APARTMENT,APARTMENT,Flandres,Sint-Denijs-Westrem,9051,Concept-Home,200186@secure.fortissimmo.net,+32 9 395 05 40,BUY_REGULAR,119000,,1,1,0,,,,,INSTALLED,,43,,,0,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Seraing,4100,Groupe PENOIT,penoit_seraing@importfrommedia.be,+32 4 338 42 32,BUY_REGULAR,185000,2,3,1,1,2,,,,USA_INSTALLED,GOOD,122,200,270,1,0,1,0,0,0,1,1,0
HOUSE,MIXED_USE_BUILDING,Flandres,Malines,2800,Living Stone Mechelen,pajota_mechelen_206@importfrommedia.be,+32 15 41 41 41,BUY_REGULAR,595000,2,4,1,0,2,,,3,INSTALLED,GOOD,232,,89,1,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Liege,4020,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,245000,2,3,2,2,2,,,,HYPER_EQUIPPED,AS_NEW,115,,197,0,0,1,0,0,0,1,0,0
APARTMENT,DUPLEX,Flandres,Wemmel,1780,Living Stone Brussel,pajota_brussel@importfrommedia.be,+32 2 466 05 75,BUY_REGULAR,510000,2,3,1,0,,,1,,,GOOD,146,,,0,0,1,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,ZANDVOORDE,8400,B&V Invest,benvinvest@omniwebsites.be,+32 53 70 00 02,BUY_REGULAR,99000,2,1,1,0,1,,,,,TO_BE_DONE_UP,60,,,0,0,0,0,0,0,0,0,0
APARTMENT,FLAT_STUDIO,Bruxelles,Uccle,1180,Vaneau Lecobel Vente Neuf,lecobel_neuf@importfrommedia.be,+32 2 669 21 70,BUY_REGULAR,260000,,0,1,0,1,,,1,USA_HYPER_EQUIPPED,AS_NEW,32,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Ganshoren,1083,Immo Pické BV BVBA.,storage6011_791@importfrommedia.be,+32 2 331 62 69,BUY_REGULAR,319000,,2,1,0,1,,1,,INSTALLED,AS_NEW,105,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Beersel,1652,ERA Innova,immoweb@erabelgium.be,+32 2 523 55 52,BUY_REGULAR,985000,4,6,2,0,,,1,,,,393,,932,0,0,0,0,0,0,1,0,1
HOUSE,MIXED_USE_BUILDING,Flandres,Bonheiden,2820,Living Stone Mechelen,pajota_mechelen_206@importfrommedia.be,+32 15 41 41 41,BUY_REGULAR,319000,2,1,1,1,2,,,,USA_HYPER_EQUIPPED,AS_NEW,118,,132,0,0,0,0,0,0,1,0,0
APARTMENT,FLAT_STUDIO,Bruxelles,Woluwe-Saint-Pierre,1150,Expertissimmo,expertissimmo_bruxelles@importfrommedia.be,+32 2 736 67 92,BUY_REGULAR,195000,2,0,1,1,1,,,,USA_SEMI_EQUIPPED,GOOD,40,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Aubange,6791,ERA Topimmo Bastogne – 3 agences,immoweb@erabelgium.be,+32 61 21 07 50,BUY_REGULAR,335000,2,3,1,0,,,1,1,,GOOD,118,,,1,0,0,0,0,0,1,0,0
HOUSE,VILLA,Flandres,Knokke-Heist,8300,Dirk Willemyns,verkoop1@dirkwillemyns.be,+32 50 60 99 01,BUY_REGULAR,4395000,4,5,4,2,,,,4,HYPER_EQUIPPED,AS_NEW,363,,1160,0,0,0,0,0,0,1,0,1
APARTMENT,APARTMENT,Wallonie,Gembloux,5030,Aryes Properties s.p.r.l,aryesproperties2_wavre@importfrommedia.be ,+32 10 87 20 00,BUY_REGULAR,350000,,2,,0,,,,,,AS_NEW,91,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Chaumont-Gistoux,1325,TRUST REAL ESTATE SPRL,trust@omniwebsites.be,+32 10 68 01 81,BUY_REGULAR,775000,,3,2,2,2,,2,2,INSTALLED,,195,,,0,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Wallonie,Waterloo,1410,,,+32479456598,BUY_REGULAR,399000,3,2,1,0,2,,1,1,HYPER_EQUIPPED,JUST_RENOVATED,157,120,325,1,0,1,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Merksem,2170,Hans immo.,hansimmo-wr5pzi@omniwebsites.be,+32 3 290 30 30,BUY_REGULAR,220000,2,2,1,0,1,,,,INSTALLED,GOOD,84,,,0,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Flandres,Middelkerke,8430,Dewaele-woonvastgoed Middelkerke,middelkerke@dewaele.com,+32 59 50 60 50,BUY_REGULAR,199000,2,1,1,0,1,,,,INSTALLED,GOOD,57,,,0,0,0,0,0,0,1,0,0
HOUSE,VILLA,Flandres,Knokke,8300,Dirk Willemyns,verkoop1@dirkwillemyns.be,+32 50 60 99 01,BUY_REGULAR,1975000,4,5,4,0,4,,2,2,INSTALLED,GOOD,263,,695,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Aalst,9300,Immo Lierman,info@immolierman.be,+32 53 89 99 66,BUY_REGULAR,139000,,2,1,0,1,3,1,,,TO_RENOVATE,110,62,150,0,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Bruxelles,Schaerbeek,1030,So Estates Brussels,storage5509_738@importfrommedia.be,+32 2 512 20 22,BUY_REGULAR,325000,2,2,1,1,1,,,,HYPER_EQUIPPED,AS_NEW,94,,,1,0,0,0,0,0,1,0,0
HOUSE,VILLA,Flandres,Knokke-Heist,8300,Cambier - De Nil,cambierdenil@importfrommedia.be,+32 50 60 10 20,BUY_REGULAR,6395000,4,5,5,3,4,6,1,7,USA_HYPER_EQUIPPED,AS_NEW,368,1143,1143,1,0,0,0,0,0,1,1,1
HOUSE,MIXED_USE_BUILDING,Bruxelles,Laeken (Bruxelles),1020,ERA Châtelain - Schuman,immoweb@erabelgium.be,+32 2 705 07 00,BUY_REGULAR,725000,3,4,2,0,,,,,,,320,45,320,1,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,FALLAIS,4260,Immobilière Bertrand Huy,xavierbertrand1@omniwebsites.be,+32 85 30 10 03,BUY_REGULAR,349000,3,3,,1,2,,1,2,INSTALLED,GOOD,248,1000,1482,1,0,0,0,1,0,1,1,0
HOUSE,HOUSE,Bruxelles,Ixelles,1050,BARNES BRUSSELS,brussels@apilead.net,+32 2 880 15 15,BUY_REGULAR,2750000,2,5,3,0,6,6,2,1,INSTALLED,GOOD,758,,390,1,0,1,0,1,0,1,0,0
APARTMENT,GROUND_FLOOR,Flandres,Haaltert,9450,Topo-Immo bv,storage6453_600@importfrommedia.be,+32 54 33 39 33,BUY_REGULAR,219000,,1,1,0,,,,,,GOOD,70,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Booischot,2221,Koningen & Ridders,koningenridders@omniwebsites.be,+32 15 24 02 26,BUY_REGULAR,224000,4,3,1,0,1,,1,,SEMI_EQUIPPED,TO_RENOVATE,175,,440,1,0,1,0,1,0,0,1,0
APARTMENT,APARTMENT,Flandres,Deinze,9800,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,560000,4,3,2,0,2,,1,1,HYPER_EQUIPPED,AS_NEW,130,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Durbuy,6940,Easyhome,storage7460_368@importfrommedia.be,+32 84 77 00 43,BUY_REGULAR,369000,4,3,1,0,1,,,15,HYPER_EQUIPPED,GOOD,137,974,1707,1,0,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Bruxelles,Saint-Gilles,1060,BARNES BRUSSELS,brussels@apilead.net,+32 2 880 15 15,BUY_REGULAR,1195000,4,4,2,0,3,,,2,,GOOD,379,,,0,0,1,0,1,0,0,0,0
APARTMENT,APARTMENT,Flandres,Deurne,2100,Chase,chasevastgoed@omniwebsites.be,+32 3 740 03 90,BUY_REGULAR,289000,,3,1,0,1,,,,INSTALLED,TO_BE_DONE_UP,129,,,1,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Rotselaar,3110,Homixx Vastgoed,storage3842_baal_249@importfrommedia.be,+32 16 84 96 84,BUY_REGULAR,515000,4,3,1,0,1,,1,2,HYPER_EQUIPPED,JUST_RENOVATED,166,,1597,0,0,0,0,0,0,1,0,0
APARTMENT,DUPLEX,Wallonie,Stavelot,4970,Ekilibre,storage4144_459@importfrommedia.be,+32 87 31 63 00,BUY_REGULAR,145000,2,2,1,1,1,,,,INSTALLED,GOOD,71,,,0,0,0,0,0,0,0,0,0
HOUSE,MANSION,Wallonie,Chiny Jamoigne,6810,Juliet Immo Belgique,storage6775_817@importfrommedia.be,,BUY_REGULAR,320000,4,5,1,1,2,,,3,NOT_INSTALLED,TO_RENOVATE,318,,11874,1,0,1,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,OOSTDUINKERKE,8670,Immo Eecke,immoeecke@omniwebsites.be,+32 58 23 31 90,BUY_REGULAR,660000,4,2,1,0,1,,,,INSTALLED,AS_NEW,75,,,1,0,0,1,1,0,1,0,0
HOUSE,HOUSE,Wallonie,Wavre,1300,So Cosy Immobilière,nicolas.mommens@socosy.be,+32 10 22 25 11,BUY_REGULAR,520000,4,4,1,2,2,,2,2,INSTALLED,,217,,2630,1,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Brugge,8000,Centro | Woonvastgoed,19962192273@secure.fortissimmo.net,+32 50 70 01 02,BUY_REGULAR,280613,,2,1,0,2,8,,2,,,90,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,Cambier - De Nil,cambierdenil@importfrommedia.be,+32 50 60 10 20,BUY_REGULAR,1195000,3,3,2,2,2,4,,,HYPER_EQUIPPED,AS_NEW,89,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Waterloo,1410,Latour et Petit Waterloo Vente,latourpetit_757@importfrommedia.be,+32 2 357 19 19,BUY_REGULAR,315000,,1,1,1,1,,,,USA_INSTALLED,AS_NEW,43,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Charleroi,6044,Immobilière Del Bianco,storage3348_825@importfrommedia.be,+32 71 46 54 26,BUY_REGULAR,249000,3,2,1,1,2,,,,INSTALLED,AS_NEW,140,,78,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Wasseiges,4219,Immobilière Color,secretariat@color-immo.be,+32 84 41 26 69,BUY_REGULAR,386000,,3,1,1,2,,,,,,125,,,0,0,0,0,0,0,1,0,1
APARTMENT,APARTMENT,Bruxelles,Bruxelles,1120,Property Lab,storage5237_500@importfrommedia.be,+32 2 537 47 38,BUY_REGULAR,299900,2,3,2,1,1,,,1,USA_HYPER_EQUIPPED,AS_NEW,103,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Nandrin,4550,Trevi Rasquain,trevi-rasquain@omniwebsites.be,+32 85 25 39 03,BUY_REGULAR,295000,4,3,1,0,1,,1,,INSTALLED,GOOD,125,825,1367,1,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Bruxelles,Evere,1140,Expertissimmo,expertissimmo_bruxelles@importfrommedia.be,+32 2 736 67 92,BUY_REGULAR,225000,2,2,1,1,1,,,,,TO_RENOVATE,80,,,0,0,0,0,0,0,1,0,0
HOUSE,MIXED_USE_BUILDING,Wallonie,Quaregnon,7390,We Invest Mons,storage4563_mons_331@importfrommedia.be,+32 65 98 16 07,BUY_REGULAR,425000,4,4,2,0,3,,2,2,,GOOD,218,1445,1673,1,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Hasselt,3500,IMMO JANSSEN-MARRES,storage6767_riemst_8@importfrommedia.be,+32 12 45 41 87,BUY_REGULAR,225000,,1,1,0,,,,,INSTALLED,GOOD,56,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Jette,1090,TRIOR Jette,triorwaterloo_669@importfrommedia.be,+32 2 430 37 30,BUY_REGULAR,239000,2,2,1,0,1,,,,HYPER_EQUIPPED,AS_NEW,90,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Forest,1190,Property Lab,storage5237_500@importfrommedia.be,+32 2 537 47 38,BUY_REGULAR,159000,2,1,1,1,1,,,,INSTALLED,TO_BE_DONE_UP,52,,,1,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Tessenderlo,3980,Het Vastgoedkantoor Beringen,hetvastgoedkantoorberingen@omniwebsites.be,+32 11 85 15 15,BUY_REGULAR,299000,3,2,1,0,,,1,,INSTALLED,GOOD,171,,804,1,0,0,0,1,0,0,0,0
APARTMENT,APARTMENT,Flandres,SINT-AMANDSBERG,9040,Cannoodt,info@cannoodt.be,+32 9 228 99 89,BUY_REGULAR,253000,,2,1,0,1,,1,,INSTALLED,AS_NEW,98,,,0,0,0,0,0,0,0,0,0
HOUSE,MIXED_USE_BUILDING,Wallonie,Liège,4020,Immobilière VANESSE : Oupeye (Vivegnis) - Visé,mobilierevanesse_482@importfrommedia.be,+32 4 240 15 20,BUY_REGULAR,399000,2,5,3,3,4,,1,,INSTALLED,GOOD,205,,175,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,Agence Het Zoute nv,storage7042_961@importfrommedia.be,+32 50 60 33 33,LIFE_ANNUITY,,2,1,1,1,1,,,,USA_HYPER_EQUIPPED,GOOD,45,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Dendermonde,9200,ERA Wonen Dendermonde,immoweb@erabelgium.be,+32 3 296 37 69,BUY_REGULAR,199000,2,2,1,0,,,1,,,,65,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Bernissart,7320,Primmo Péruwelz,elodie@primmo.be,+32 69 22 78 11,BUY_REGULAR,299000,4,4,5,0,,,,,INSTALLED,,,,1271,0,0,0,0,0,0,0,0,0
APARTMENT,PENTHOUSE,Wallonie,Virton,6760,Honesty Virton -  7 bureaux proches de chez vous,honesty_virton@importfrommedia.be,+32 63 22 34 49,BUY_REGULAR,407000,,3,1,0,1,,1,,NOT_INSTALLED,,119,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Brugge,8200,Willem Cauwels Real Estate,willemcauwels@contactme.skarabee.com,+32 50 89 27 70,BUY_REGULAR,320000,2,3,1,0,1,1,,1,,GOOD,165,,331,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Blankenberge,8370,Immo Francois,contact@immofrancois.be,+32 50 94 69 47,BUY_REGULAR,138000,,1,1,0,1,2,,,,JUST_RENOVATED,,,,1,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Schorisse,9688,Immo AD NV,immo-ad@omniwebsites.be,+32 55 21 48 08,BUY_REGULAR,285000,,3,1,0,2,,1,2,SEMI_EQUIPPED,GOOD,136,,630,1,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Roeselare,8800,HECTAAR NV,99593@secure.fortissimmo.net,+32 51 69 58 72,BUY_REGULAR,631314,4,4,,0,,4,,,,,178,,694,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Meix-devant-Virton,6769,Juliet Immo Belgique,storage6775_817@importfrommedia.be,,BUY_REGULAR,220000,2,3,1,1,2,,,,INSTALLED,GOOD,160,,163,0,0,1,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Uccle,1180,Orientations,cedric@orientations-brussels.be,,BUY_REGULAR,1280000,3,4,3,0,3,,,1,HYPER_EQUIPPED,GOOD,225,,,1,0,1,0,1,0,1,0,0
HOUSE,HOUSE,Wallonie,Seraing,4100,Immobilière Bertrand Nandrin,xavierbertrand2@omniwebsites.be,+32 85 31 31 15,BUY_REGULAR,219000,,3,1,0,2,,,,INSTALLED,JUST_RENOVATED,140,50,143,1,0,0,0,1,0,1,1,0
HOUSE,TOWN_HOUSE,Flandres,Hoboken,2660,IKOON,storage4757_950@importfrommedia.be,+32 3 324 47 32,BUY_REGULAR,435000,2,4,2,0,2,,,,INSTALLED,,169,77,146,0,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,Zele,9240,CAPSTON REAL ESTATE,finactor_lokeren@importfrommedia.be,+32 52 52 52 10,BUY_REGULAR,699000,3,3,2,2,3,,,10,HYPER_EQUIPPED,AS_NEW,,,3165,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Schaerbeek,1030,Perception Immobilière,percepti_anderlecht@importfrommedia.be,,BUY_REGULAR,199000,2,1,1,0,1,,,,,TO_RENOVATE,90,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Seraing,4100,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,159900,2,1,1,1,1,,,,INSTALLED,JUST_RENOVATED,63,80,159,1,0,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles ville,1020,IMMO DE LETTER,info@deletter.be,+32 2 581 07 02,BUY_REGULAR,269000,,1,,1,,,2,,INSTALLED,JUST_RENOVATED,90,,,1,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Courtrai,8500,IMMO BEGUIN,beguinkortrijk@omniwebsites.be,+32 486 60 66 00,BUY_REGULAR,495000,3,6,1,0,2,,1,2,SEMI_EQUIPPED,GOOD,240,,777,1,0,1,0,1,0,1,0,0
HOUSE,HOUSE,Wallonie,Waterloo,1410,CAP SUD Braine Waterloo,capsudwaterloo_waterloo@importfrommedia.be,+32 2 387 42 42,BUY_REGULAR,365000,3,3,1,0,2,,1,1,NOT_INSTALLED,TO_RENOVATE,118,,503,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,BRUXELLES,1000,Immo ID,brussel.immoid@omniwebsites.be,+32 2 231 13 54,BUY_REGULAR,205000,,1,1,0,1,,,,INSTALLED,GOOD,35,,,1,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Knokke-Heist,8300,Cambier - De Nil,cambierdenil@importfrommedia.be,+32 50 60 10 20,BUY_REGULAR,1995000,4,4,3,2,3,5,2,4,USA_HYPER_EQUIPPED,JUST_RENOVATED,240,,897,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Sint-Lambrechts-Woluwe,1200,Maxime Real Estate,max-realestate-st-lamb@importfrommedia.be,+32 2 771 16 35,BUY_REGULAR,349000,2,2,1,0,2,,,1997,HYPER_EQUIPPED,GOOD,93,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Herzele,9550,Living Stone Ninove,pajota_ninove@importfrommedia.be,+32 54 30 05 00,BUY_REGULAR,218000,,1,1,0,1,,,,SEMI_EQUIPPED,AS_NEW,88,,,0,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Seraing,4100,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,179500,2,3,1,1,1,,2,3,INSTALLED,AS_NEW,92,,160,1,0,1,0,0,0,1,0,0
APARTMENT,PENTHOUSE,Bruxelles,Uccle,1180,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,925000,3,2,2,2,2,,,36,USA_HYPER_EQUIPPED,AS_NEW,140,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Gent,9000,Landbergh,199809@secure.fortissimmo.net,+32 9 225 25 24,BUY_REGULAR,320000,,2,,0,,4,,1,HYPER_EQUIPPED,GOOD,90,,,0,0,0,0,0,0,1,0,0
